id_tarea,id_asignacion,nombre,fecha_asignacion,fecha_limite,estado,tiempo_estimado,tiempo_real,prioridad
2658,482,Tarea genérica 2658,2019-11-04,2019-11-09,completada,5.0,5.5,media
2659,482,Tarea genérica 2659,2019-12-17,2019-12-22,completada,5.0,5.5,media
2660,482,Tarea genérica 2660,2019-12-02,2019-12-07,completada,5.0,5.5,media
2661,483,Tarea genérica 2661,2019-12-06,2019-12-11,completada,5.0,5.5,media
2662,483,Tarea genérica 2662,2019-10-29,2019-11-03,completada,5.0,5.5,media
2663,483,Tarea genérica 2663,2019-11-07,2019-11-12,completada,5.0,5.5,media
2664,483,Tarea genérica 2664,2019-11-16,2019-11-21,completada,5.0,5.5,media
2665,483,Tarea genérica 2665,2019-10-21,2019-10-26,completada,5.0,5.5,media
2666,483,Tarea genérica 2666,2019-12-21,2019-12-26,completada,5.0,5.5,media
2667,484,Tarea genérica 2667,2019-12-12,2019-12-17,completada,5.0,5.5,media
2668,484,Tarea genérica 2668,2019-11-14,2019-11-19,completada,5.0,5.5,media
2669,484,Tarea genérica 2669,2019-11-23,2019-11-28,completada,5.0,5.5,media
2670,485,Tarea genérica 2670,2019-10-21,2019-10-26,completada,5.0,5.5,media
2671,485,Tarea genérica 2671,2019-12-13,2019-12-18,completada,5.0,5.5,media
2672,485,Tarea genérica 2672,2019-11-06,2019-11-11,completada,5.0,5.5,media
2673,485,Tarea genérica 2673,2019-12-04,2019-12-09,completada,5.0,5.5,media
2674,485,Tarea genérica 2674,2019-11-27,2019-12-02,completada,5.0,5.5,media
2675,485,Tarea genérica 2675,2019-12-14,2019-12-19,completada,5.0,5.5,media
2676,486,Tarea genérica 2676,2025-11-03,2025-11-08,pendiente,5.0,5.5,media
2677,486,Tarea genérica 2677,2025-10-31,2025-11-05,pendiente,5.0,5.5,media
2678,486,Tarea genérica 2678,2025-09-30,2025-10-05,pendiente,5.0,5.5,media
2679,486,Tarea genérica 2679,2025-08-25,2025-08-30,pendiente,5.0,5.5,media
2680,486,Tarea genérica 2680,2025-10-10,2025-10-15,pendiente,5.0,5.5,media
2681,486,Tarea genérica 2681,2025-09-20,2025-09-25,pendiente,5.0,5.5,media
2682,486,Tarea genérica 2682,2025-10-17,2025-10-22,pendiente,5.0,5.5,media
2683,487,Tarea genérica 2683,2025-08-12,2025-08-17,pendiente,5.0,5.5,media
2684,487,Tarea genérica 2684,2025-11-06,2025-11-11,pendiente,5.0,5.5,media
2685,487,Tarea genérica 2685,2025-09-15,2025-09-20,pendiente,5.0,5.5,media
2686,487,Tarea genérica 2686,2025-10-02,2025-10-07,pendiente,5.0,5.5,media
2687,488,Tarea genérica 2687,2025-08-18,2025-08-23,pendiente,5.0,5.5,media
2688,488,Tarea genérica 2688,2025-10-18,2025-10-23,pendiente,5.0,5.5,media
2689,488,Tarea genérica 2689,2025-08-19,2025-08-24,pendiente,5.0,5.5,media
2690,488,Tarea genérica 2690,2025-08-09,2025-08-14,pendiente,5.0,5.5,media
2691,488,Tarea genérica 2691,2025-08-22,2025-08-27,pendiente,5.0,5.5,media
2692,489,Tarea genérica 2692,2025-11-26,2025-12-01,pendiente,5.0,5.5,media
2693,489,Tarea genérica 2693,2025-09-27,2025-10-02,pendiente,5.0,5.5,media
2694,489,Tarea genérica 2694,2025-09-13,2025-09-18,pendiente,5.0,5.5,media
2695,489,Tarea genérica 2695,2025-09-08,2025-09-13,pendiente,5.0,5.5,media
2696,489,Tarea genérica 2696,2025-11-27,2025-12-02,pendiente,5.0,5.5,media
2697,489,Tarea genérica 2697,2025-09-23,2025-09-28,pendiente,5.0,5.5,media
2698,489,Tarea genérica 2698,2025-10-17,2025-10-22,pendiente,5.0,5.5,media
2699,489,Tarea genérica 2699,2025-11-03,2025-11-08,pendiente,5.0,5.5,media
2700,490,Tarea genérica 2700,2025-11-11,2025-11-16,pendiente,5.0,5.5,media
2701,490,Tarea genérica 2701,2025-09-15,2025-09-20,pendiente,5.0,5.5,media
2702,490,Tarea genérica 2702,2025-08-17,2025-08-22,pendiente,5.0,5.5,media
2703,491,Tarea genérica 2703,2025-08-12,2025-08-17,pendiente,5.0,5.5,media
2704,491,Tarea genérica 2704,2025-11-18,2025-11-23,pendiente,5.0,5.5,media
2705,491,Tarea genérica 2705,2025-11-06,2025-11-11,pendiente,5.0,5.5,media
2706,491,Tarea genérica 2706,2025-10-21,2025-10-26,pendiente,5.0,5.5,media
2707,491,Tarea genérica 2707,2025-11-10,2025-11-15,pendiente,5.0,5.5,media
2708,491,Tarea genérica 2708,2025-11-19,2025-11-24,pendiente,5.0,5.5,media
2709,492,Tarea genérica 2709,2025-10-05,2025-10-10,pendiente,5.0,5.5,media
2710,492,Tarea genérica 2710,2025-09-12,2025-09-17,pendiente,5.0,5.5,media
2711,492,Tarea genérica 2711,2025-11-23,2025-11-28,pendiente,5.0,5.5,media
2712,492,Tarea genérica 2712,2025-10-15,2025-10-20,pendiente,5.0,5.5,media
2713,492,Tarea genérica 2713,2025-09-13,2025-09-18,pendiente,5.0,5.5,media
2714,492,Tarea genérica 2714,2025-09-06,2025-09-11,pendiente,5.0,5.5,media
2715,493,Tarea genérica 2715,2022-06-12,2022-06-17,completada,5.0,5.5,media
2716,493,Tarea genérica 2716,2022-06-30,2022-07-05,completada,5.0,5.5,media
2717,493,Tarea genérica 2717,2022-07-05,2022-07-10,completada,5.0,5.5,media
2718,493,Tarea genérica 2718,2022-06-20,2022-06-25,completada,5.0,5.5,media
2719,493,Tarea genérica 2719,2022-07-04,2022-07-09,completada,5.0,5.5,media
2720,493,Tarea genérica 2720,2022-07-06,2022-07-11,completada,5.0,5.5,media
2721,493,Tarea genérica 2721,2022-06-17,2022-06-22,completada,5.0,5.5,media
2722,493,Tarea genérica 2722,2022-07-04,2022-07-09,completada,5.0,5.5,media
2723,494,Tarea genérica 2723,2022-06-29,2022-07-04,completada,5.0,5.5,media
2724,494,Tarea genérica 2724,2022-06-29,2022-07-04,completada,5.0,5.5,media
2725,494,Tarea genérica 2725,2022-07-24,2022-07-29,completada,5.0,5.5,media
2726,494,Tarea genérica 2726,2022-07-04,2022-07-09,completada,5.0,5.5,media
2727,495,Tarea genérica 2727,2022-06-29,2022-07-04,completada,5.0,5.5,media
2728,495,Tarea genérica 2728,2022-06-27,2022-07-02,completada,5.0,5.5,media
2729,495,Tarea genérica 2729,2022-06-12,2022-06-17,completada,5.0,5.5,media
2730,495,Tarea genérica 2730,2022-06-30,2022-07-05,completada,5.0,5.5,media
2731,495,Tarea genérica 2731,2022-06-27,2022-07-02,completada,5.0,5.5,media
2732,495,Tarea genérica 2732,2022-07-23,2022-07-28,completada,5.0,5.5,media
2733,496,Tarea genérica 2733,2022-07-11,2022-07-16,completada,5.0,5.5,media
2734,496,Tarea genérica 2734,2022-06-23,2022-06-28,completada,5.0,5.5,media
2735,496,Tarea genérica 2735,2022-06-20,2022-06-25,completada,5.0,5.5,media
2736,496,Tarea genérica 2736,2022-06-12,2022-06-17,completada,5.0,5.5,media
2737,496,Tarea genérica 2737,2022-07-19,2022-07-24,completada,5.0,5.5,media
2738,497,Tarea genérica 2738,2023-08-01,2023-08-06,completada,5.0,5.5,media
2739,497,Tarea genérica 2739,2023-09-14,2023-09-19,completada,5.0,5.5,media
2740,497,Tarea genérica 2740,2023-11-30,2023-12-05,completada,5.0,5.5,media
2741,497,Tarea genérica 2741,2023-11-21,2023-11-26,completada,5.0,5.5,media
2742,497,Tarea genérica 2742,2023-10-24,2023-10-29,completada,5.0,5.5,media
2743,497,Tarea genérica 2743,2023-11-16,2023-11-21,completada,5.0,5.5,media
2744,497,Tarea genérica 2744,2023-12-25,2023-12-30,completada,5.0,5.5,media
2745,498,Tarea genérica 2745,2023-06-27,2023-07-02,completada,5.0,5.5,media
2746,498,Tarea genérica 2746,2024-01-03,2024-01-08,completada,5.0,5.5,media
2747,498,Tarea genérica 2747,2023-11-26,2023-12-01,completada,5.0,5.5,media
2748,498,Tarea genérica 2748,2023-06-15,2023-06-20,completada,5.0,5.5,media
2749,498,Tarea genérica 2749,2023-11-29,2023-12-04,completada,5.0,5.5,media
2750,499,Tarea genérica 2750,2023-12-23,2023-12-28,completada,5.0,5.5,media
2751,499,Tarea genérica 2751,2023-08-16,2023-08-21,completada,5.0,5.5,media
2752,499,Tarea genérica 2752,2023-06-03,2023-06-08,completada,5.0,5.5,media
2753,499,Tarea genérica 2753,2023-12-27,2024-01-01,completada,5.0,5.5,media
2754,500,Tarea genérica 2754,2023-06-18,2023-06-23,completada,5.0,5.5,media
2755,500,Tarea genérica 2755,2023-08-10,2023-08-15,completada,5.0,5.5,media
2756,500,Tarea genérica 2756,2023-12-04,2023-12-09,completada,5.0,5.5,media
2757,500,Tarea genérica 2757,2023-11-21,2023-11-26,completada,5.0,5.5,media
2758,500,Tarea genérica 2758,2023-09-11,2023-09-16,completada,5.0,5.5,media
2759,500,Tarea genérica 2759,2023-10-12,2023-10-17,completada,5.0,5.5,media
2760,500,Tarea genérica 2760,2023-11-02,2023-11-07,completada,5.0,5.5,media
2761,501,Tarea genérica 2761,2023-11-23,2023-11-28,completada,5.0,5.5,media
2762,501,Tarea genérica 2762,2023-10-21,2023-10-26,completada,5.0,5.5,media
2763,501,Tarea genérica 2763,2024-01-22,2024-01-27,completada,5.0,5.5,media
2764,501,Tarea genérica 2764,2023-10-17,2023-10-22,completada,5.0,5.5,media
2765,501,Tarea genérica 2765,2023-05-01,2023-05-06,completada,5.0,5.5,media
2766,501,Tarea genérica 2766,2023-12-31,2024-01-05,completada,5.0,5.5,media
2767,501,Tarea genérica 2767,2023-12-11,2023-12-16,completada,5.0,5.5,media
2768,501,Tarea genérica 2768,2023-12-23,2023-12-28,completada,5.0,5.5,media
2769,502,Tarea genérica 2769,2023-08-22,2023-08-27,completada,5.0,5.5,media
2770,502,Tarea genérica 2770,2023-10-23,2023-10-28,completada,5.0,5.5,media
2771,502,Tarea genérica 2771,2024-01-12,2024-01-17,completada,5.0,5.5,media
2772,502,Tarea genérica 2772,2023-06-24,2023-06-29,completada,5.0,5.5,media
2773,503,Tarea genérica 2773,2019-11-24,2019-11-29,completada,5.0,5.5,media
2774,503,Tarea genérica 2774,2020-03-29,2020-04-03,completada,5.0,5.5,media
2775,503,Tarea genérica 2775,2019-10-10,2019-10-15,completada,5.0,5.5,media
2776,503,Tarea genérica 2776,2019-11-18,2019-11-23,completada,5.0,5.5,media
2777,504,Tarea genérica 2777,2019-08-15,2019-08-20,completada,5.0,5.5,media
2778,504,Tarea genérica 2778,2019-07-20,2019-07-25,completada,5.0,5.5,media
2779,504,Tarea genérica 2779,2019-03-07,2019-03-12,completada,5.0,5.5,media
2780,504,Tarea genérica 2780,2019-12-19,2019-12-24,completada,5.0,5.5,media
2781,504,Tarea genérica 2781,2020-03-23,2020-03-28,completada,5.0,5.5,media
2782,504,Tarea genérica 2782,2019-10-17,2019-10-22,completada,5.0,5.5,media
2783,504,Tarea genérica 2783,2019-02-21,2019-02-26,completada,5.0,5.5,media
2784,505,Tarea genérica 2784,2019-05-31,2019-06-05,completada,5.0,5.5,media
2785,505,Tarea genérica 2785,2019-06-02,2019-06-07,completada,5.0,5.5,media
2786,505,Tarea genérica 2786,2020-03-22,2020-03-27,completada,5.0,5.5,media
2787,505,Tarea genérica 2787,2019-10-09,2019-10-14,completada,5.0,5.5,media
2788,505,Tarea genérica 2788,2019-07-22,2019-07-27,completada,5.0,5.5,media
2789,505,Tarea genérica 2789,2020-01-17,2020-01-22,completada,5.0,5.5,media
2790,505,Tarea genérica 2790,2020-02-07,2020-02-12,completada,5.0,5.5,media
2791,506,Tarea genérica 2791,2019-11-25,2019-11-30,completada,5.0,5.5,media
2792,506,Tarea genérica 2792,2019-12-18,2019-12-23,completada,5.0,5.5,media
2793,506,Tarea genérica 2793,2019-03-04,2019-03-09,completada,5.0,5.5,media
2794,506,Tarea genérica 2794,2019-05-16,2019-05-21,completada,5.0,5.5,media
2795,506,Tarea genérica 2795,2019-11-11,2019-11-16,completada,5.0,5.5,media
2796,506,Tarea genérica 2796,2019-08-16,2019-08-21,completada,5.0,5.5,media
2797,506,Tarea genérica 2797,2019-07-22,2019-07-27,completada,5.0,5.5,media
2798,506,Tarea genérica 2798,2020-02-12,2020-02-17,completada,5.0,5.5,media
2799,507,Tarea genérica 2799,2019-11-01,2019-11-06,completada,5.0,5.5,media
2800,507,Tarea genérica 2800,2020-01-15,2020-01-20,completada,5.0,5.5,media
2801,507,Tarea genérica 2801,2020-01-18,2020-01-23,completada,5.0,5.5,media
2802,507,Tarea genérica 2802,2019-10-22,2019-10-27,completada,5.0,5.5,media
2803,508,Tarea genérica 2803,2019-11-19,2019-11-24,completada,5.0,5.5,media
2804,508,Tarea genérica 2804,2020-03-02,2020-03-07,completada,5.0,5.5,media
2805,508,Tarea genérica 2805,2020-02-06,2020-02-11,completada,5.0,5.5,media
2806,508,Tarea genérica 2806,2020-03-08,2020-03-13,completada,5.0,5.5,media
2807,509,Tarea genérica 2807,2020-02-25,2020-03-01,completada,5.0,5.5,media
2808,509,Tarea genérica 2808,2020-02-03,2020-02-08,completada,5.0,5.5,media
2809,509,Tarea genérica 2809,2020-03-12,2020-03-17,completada,5.0,5.5,media
2810,509,Tarea genérica 2810,2020-02-17,2020-02-22,completada,5.0,5.5,media
2811,509,Tarea genérica 2811,2020-02-20,2020-02-25,completada,5.0,5.5,media
2812,509,Tarea genérica 2812,2020-03-29,2020-04-03,completada,5.0,5.5,media
2813,509,Tarea genérica 2813,2019-12-07,2019-12-12,completada,5.0,5.5,media
2814,509,Tarea genérica 2814,2020-03-19,2020-03-24,completada,5.0,5.5,media
2815,510,Tarea genérica 2815,2020-02-27,2020-03-03,completada,5.0,5.5,media
2816,510,Tarea genérica 2816,2019-12-22,2019-12-27,completada,5.0,5.5,media
2817,510,Tarea genérica 2817,2020-02-02,2020-02-07,completada,5.0,5.5,media
2818,510,Tarea genérica 2818,2019-11-05,2019-11-10,completada,5.0,5.5,media
2819,510,Tarea genérica 2819,2020-03-25,2020-03-30,completada,5.0,5.5,media
2820,510,Tarea genérica 2820,2019-10-25,2019-10-30,completada,5.0,5.5,media
2821,510,Tarea genérica 2821,2019-10-22,2019-10-27,completada,5.0,5.5,media
2822,511,Tarea genérica 2822,2019-11-22,2019-11-27,completada,5.0,5.5,media
2823,511,Tarea genérica 2823,2019-11-30,2019-12-05,completada,5.0,5.5,media
2824,511,Tarea genérica 2824,2020-03-04,2020-03-09,completada,5.0,5.5,media
2825,511,Tarea genérica 2825,2019-12-19,2019-12-24,completada,5.0,5.5,media
2826,511,Tarea genérica 2826,2020-03-22,2020-03-27,completada,5.0,5.5,media
2827,511,Tarea genérica 2827,2019-12-25,2019-12-30,completada,5.0,5.5,media
2828,511,Tarea genérica 2828,2020-03-29,2020-04-03,completada,5.0,5.5,media
2829,512,Tarea genérica 2829,2017-06-14,2017-06-19,completada,5.0,5.5,media
2830,512,Tarea genérica 2830,2017-05-26,2017-05-31,completada,5.0,5.5,media
2831,512,Tarea genérica 2831,2017-05-08,2017-05-13,completada,5.0,5.5,media
2832,513,Tarea genérica 2832,2017-01-27,2017-02-01,completada,5.0,5.5,media
2833,513,Tarea genérica 2833,2017-02-10,2017-02-15,completada,5.0,5.5,media
2834,513,Tarea genérica 2834,2017-07-26,2017-07-31,completada,5.0,5.5,media
2835,513,Tarea genérica 2835,2017-07-01,2017-07-06,completada,5.0,5.5,media
2836,513,Tarea genérica 2836,2017-01-27,2017-02-01,completada,5.0,5.5,media
2837,513,Tarea genérica 2837,2017-06-20,2017-06-25,completada,5.0,5.5,media
2838,513,Tarea genérica 2838,2017-05-04,2017-05-09,completada,5.0,5.5,media
2839,514,Tarea genérica 2839,2017-03-16,2017-03-21,completada,5.0,5.5,media
2840,514,Tarea genérica 2840,2017-01-30,2017-02-04,completada,5.0,5.5,media
2841,514,Tarea genérica 2841,2017-02-05,2017-02-10,completada,5.0,5.5,media
2842,515,Tarea genérica 2842,2017-04-11,2017-04-16,completada,5.0,5.5,media
2843,515,Tarea genérica 2843,2017-07-13,2017-07-18,completada,5.0,5.5,media
2844,515,Tarea genérica 2844,2017-08-11,2017-08-16,completada,5.0,5.5,media
2845,515,Tarea genérica 2845,2017-06-10,2017-06-15,completada,5.0,5.5,media
2846,515,Tarea genérica 2846,2017-06-06,2017-06-11,completada,5.0,5.5,media
2847,516,Tarea genérica 2847,2017-07-22,2017-07-27,completada,5.0,5.5,media
2848,516,Tarea genérica 2848,2017-06-24,2017-06-29,completada,5.0,5.5,media
2849,516,Tarea genérica 2849,2017-05-26,2017-05-31,completada,5.0,5.5,media
2850,516,Tarea genérica 2850,2017-06-19,2017-06-24,completada,5.0,5.5,media
2851,516,Tarea genérica 2851,2017-04-16,2017-04-21,completada,5.0,5.5,media
2852,516,Tarea genérica 2852,2017-03-11,2017-03-16,completada,5.0,5.5,media
2853,517,Tarea genérica 2853,2017-04-12,2017-04-17,completada,5.0,5.5,media
2854,517,Tarea genérica 2854,2017-02-24,2017-03-01,completada,5.0,5.5,media
2855,517,Tarea genérica 2855,2017-08-26,2017-08-31,completada,5.0,5.5,media
2856,517,Tarea genérica 2856,2017-02-05,2017-02-10,completada,5.0,5.5,media
2857,517,Tarea genérica 2857,2017-03-09,2017-03-14,completada,5.0,5.5,media
2858,518,Tarea genérica 2858,2017-06-02,2017-06-07,completada,5.0,5.5,media
2859,518,Tarea genérica 2859,2017-07-10,2017-07-15,completada,5.0,5.5,media
2860,518,Tarea genérica 2860,2017-06-26,2017-07-01,completada,5.0,5.5,media
2861,518,Tarea genérica 2861,2017-05-05,2017-05-10,completada,5.0,5.5,media
2862,518,Tarea genérica 2862,2017-07-18,2017-07-23,completada,5.0,5.5,media
2863,518,Tarea genérica 2863,2017-04-07,2017-04-12,completada,5.0,5.5,media
2864,518,Tarea genérica 2864,2017-06-21,2017-06-26,completada,5.0,5.5,media
2865,519,Tarea genérica 2865,2017-06-16,2017-06-21,completada,5.0,5.5,media
2866,519,Tarea genérica 2866,2017-05-05,2017-05-10,completada,5.0,5.5,media
2867,519,Tarea genérica 2867,2017-08-06,2017-08-11,completada,5.0,5.5,media
2868,519,Tarea genérica 2868,2017-06-01,2017-06-06,completada,5.0,5.5,media
2869,519,Tarea genérica 2869,2017-06-10,2017-06-15,completada,5.0,5.5,media
2870,519,Tarea genérica 2870,2017-03-05,2017-03-10,completada,5.0,5.5,media
2871,519,Tarea genérica 2871,2017-07-31,2017-08-05,completada,5.0,5.5,media
2872,519,Tarea genérica 2872,2017-07-25,2017-07-30,completada,5.0,5.5,media
2873,520,Tarea genérica 2873,2017-04-27,2017-05-02,completada,5.0,5.5,media
2874,520,Tarea genérica 2874,2017-02-19,2017-02-24,completada,5.0,5.5,media
2875,520,Tarea genérica 2875,2017-07-27,2017-08-01,completada,5.0,5.5,media
2876,520,Tarea genérica 2876,2017-06-09,2017-06-14,completada,5.0,5.5,media
2877,520,Tarea genérica 2877,2017-05-06,2017-05-11,completada,5.0,5.5,media
2878,520,Tarea genérica 2878,2017-06-04,2017-06-09,completada,5.0,5.5,media
2879,520,Tarea genérica 2879,2017-03-02,2017-03-07,completada,5.0,5.5,media
2880,521,Tarea genérica 2880,2017-03-07,2017-03-12,completada,5.0,5.5,media
2881,521,Tarea genérica 2881,2017-06-23,2017-06-28,completada,5.0,5.5,media
2882,521,Tarea genérica 2882,2017-06-15,2017-06-20,completada,5.0,5.5,media
2883,521,Tarea genérica 2883,2017-04-10,2017-04-15,completada,5.0,5.5,media
2884,522,Tarea genérica 2884,2020-05-08,2020-05-13,completada,5.0,5.5,media
2885,522,Tarea genérica 2885,2020-05-12,2020-05-17,completada,5.0,5.5,media
2886,522,Tarea genérica 2886,2020-10-20,2020-10-25,completada,5.0,5.5,media
2887,523,Tarea genérica 2887,2020-05-22,2020-05-27,completada,5.0,5.5,media
2888,523,Tarea genérica 2888,2020-08-17,2020-08-22,completada,5.0,5.5,media
2889,523,Tarea genérica 2889,2020-03-13,2020-03-18,completada,5.0,5.5,media
2890,524,Tarea genérica 2890,2020-06-17,2020-06-22,completada,5.0,5.5,media
2891,524,Tarea genérica 2891,2020-07-26,2020-07-31,completada,5.0,5.5,media
2892,524,Tarea genérica 2892,2020-05-15,2020-05-20,completada,5.0,5.5,media
2893,525,Tarea genérica 2893,2020-03-05,2020-03-10,completada,5.0,5.5,media
2894,525,Tarea genérica 2894,2020-08-22,2020-08-27,completada,5.0,5.5,media
2895,525,Tarea genérica 2895,2020-05-29,2020-06-03,completada,5.0,5.5,media
2896,525,Tarea genérica 2896,2020-07-27,2020-08-01,completada,5.0,5.5,media
2897,525,Tarea genérica 2897,2020-03-12,2020-03-17,completada,5.0,5.5,media
2898,525,Tarea genérica 2898,2020-06-29,2020-07-04,completada,5.0,5.5,media
2899,526,Tarea genérica 2899,2020-06-29,2020-07-04,completada,5.0,5.5,media
2900,526,Tarea genérica 2900,2020-10-10,2020-10-15,completada,5.0,5.5,media
2901,526,Tarea genérica 2901,2020-07-05,2020-07-10,completada,5.0,5.5,media
2902,527,Tarea genérica 2902,2020-05-13,2020-05-18,completada,5.0,5.5,media
2903,527,Tarea genérica 2903,2020-04-24,2020-04-29,completada,5.0,5.5,media
2904,527,Tarea genérica 2904,2020-04-25,2020-04-30,completada,5.0,5.5,media
2905,528,Tarea genérica 2905,2020-09-06,2020-09-11,completada,5.0,5.5,media
2906,528,Tarea genérica 2906,2020-09-16,2020-09-21,completada,5.0,5.5,media
2907,528,Tarea genérica 2907,2020-07-06,2020-07-11,completada,5.0,5.5,media
2908,528,Tarea genérica 2908,2020-05-11,2020-05-16,completada,5.0,5.5,media
2909,528,Tarea genérica 2909,2020-06-10,2020-06-15,completada,5.0,5.5,media
2910,528,Tarea genérica 2910,2020-09-08,2020-09-13,completada,5.0,5.5,media
2911,529,Tarea genérica 2911,2018-05-02,2018-05-07,completada,5.0,5.5,media
2912,529,Tarea genérica 2912,2018-06-04,2018-06-09,completada,5.0,5.5,media
2913,529,Tarea genérica 2913,2018-04-06,2018-04-11,completada,5.0,5.5,media
2914,529,Tarea genérica 2914,2018-08-11,2018-08-16,completada,5.0,5.5,media
2915,529,Tarea genérica 2915,2018-04-10,2018-04-15,completada,5.0,5.5,media
2916,529,Tarea genérica 2916,2018-07-15,2018-07-20,completada,5.0,5.5,media
2917,529,Tarea genérica 2917,2018-05-03,2018-05-08,completada,5.0,5.5,media
2918,530,Tarea genérica 2918,2018-06-03,2018-06-08,completada,5.0,5.5,media
2919,530,Tarea genérica 2919,2018-08-25,2018-08-30,completada,5.0,5.5,media
2920,530,Tarea genérica 2920,2018-04-21,2018-04-26,completada,5.0,5.5,media
2921,531,Tarea genérica 2921,2018-08-14,2018-08-19,completada,5.0,5.5,media
2922,531,Tarea genérica 2922,2018-08-06,2018-08-11,completada,5.0,5.5,media
2923,531,Tarea genérica 2923,2018-08-20,2018-08-25,completada,5.0,5.5,media
2924,531,Tarea genérica 2924,2018-07-22,2018-07-27,completada,5.0,5.5,media
2925,531,Tarea genérica 2925,2018-08-29,2018-09-03,completada,5.0,5.5,media
2926,531,Tarea genérica 2926,2018-08-06,2018-08-11,completada,5.0,5.5,media
2927,531,Tarea genérica 2927,2018-05-19,2018-05-24,completada,5.0,5.5,media
2928,532,Tarea genérica 2928,2018-11-04,2018-11-09,completada,5.0,5.5,media
2929,532,Tarea genérica 2929,2018-05-02,2018-05-07,completada,5.0,5.5,media
2930,532,Tarea genérica 2930,2018-11-09,2018-11-14,completada,5.0,5.5,media
2931,532,Tarea genérica 2931,2018-08-27,2018-09-01,completada,5.0,5.5,media
2932,532,Tarea genérica 2932,2018-04-05,2018-04-10,completada,5.0,5.5,media
2933,533,Tarea genérica 2933,2024-08-27,2024-09-01,pendiente,5.0,5.5,media
2934,533,Tarea genérica 2934,2024-10-19,2024-10-24,pendiente,5.0,5.5,media
2935,533,Tarea genérica 2935,2024-09-12,2024-09-17,pendiente,5.0,5.5,media
2936,533,Tarea genérica 2936,2024-08-15,2024-08-20,pendiente,5.0,5.5,media
2937,533,Tarea genérica 2937,2024-09-26,2024-10-01,pendiente,5.0,5.5,media
2938,533,Tarea genérica 2938,2024-11-15,2024-11-20,pendiente,5.0,5.5,media
2939,534,Tarea genérica 2939,2024-08-05,2024-08-10,pendiente,5.0,5.5,media
2940,534,Tarea genérica 2940,2024-09-10,2024-09-15,pendiente,5.0,5.5,media
2941,534,Tarea genérica 2941,2024-11-29,2024-12-04,pendiente,5.0,5.5,media
2942,534,Tarea genérica 2942,2024-09-05,2024-09-10,pendiente,5.0,5.5,media
2943,534,Tarea genérica 2943,2024-10-11,2024-10-16,pendiente,5.0,5.5,media
2944,534,Tarea genérica 2944,2024-11-18,2024-11-23,pendiente,5.0,5.5,media
2945,534,Tarea genérica 2945,2024-08-13,2024-08-18,pendiente,5.0,5.5,media
2946,534,Tarea genérica 2946,2024-11-30,2024-12-05,pendiente,5.0,5.5,media
2947,535,Tarea genérica 2947,2024-11-05,2024-11-10,pendiente,5.0,5.5,media
2948,535,Tarea genérica 2948,2024-08-09,2024-08-14,pendiente,5.0,5.5,media
2949,535,Tarea genérica 2949,2024-10-27,2024-11-01,pendiente,5.0,5.5,media
2950,535,Tarea genérica 2950,2024-10-13,2024-10-18,pendiente,5.0,5.5,media
2951,535,Tarea genérica 2951,2024-09-23,2024-09-28,pendiente,5.0,5.5,media
2952,535,Tarea genérica 2952,2024-10-27,2024-11-01,pendiente,5.0,5.5,media
2953,535,Tarea genérica 2953,2024-09-27,2024-10-02,pendiente,5.0,5.5,media
2954,535,Tarea genérica 2954,2024-11-14,2024-11-19,pendiente,5.0,5.5,media
2955,536,Tarea genérica 2955,2024-11-16,2024-11-21,pendiente,5.0,5.5,media
2956,536,Tarea genérica 2956,2024-08-09,2024-08-14,pendiente,5.0,5.5,media
2957,536,Tarea genérica 2957,2024-11-15,2024-11-20,pendiente,5.0,5.5,media
2958,536,Tarea genérica 2958,2024-10-31,2024-11-05,pendiente,5.0,5.5,media
2959,536,Tarea genérica 2959,2024-09-04,2024-09-09,pendiente,5.0,5.5,media
2960,536,Tarea genérica 2960,2024-10-24,2024-10-29,pendiente,5.0,5.5,media
2961,536,Tarea genérica 2961,2024-10-26,2024-10-31,pendiente,5.0,5.5,media
2962,537,Tarea genérica 2962,2024-11-17,2024-11-22,pendiente,5.0,5.5,media
2963,537,Tarea genérica 2963,2024-08-29,2024-09-03,pendiente,5.0,5.5,media
2964,537,Tarea genérica 2964,2024-09-04,2024-09-09,pendiente,5.0,5.5,media
2965,537,Tarea genérica 2965,2024-08-17,2024-08-22,pendiente,5.0,5.5,media
2966,537,Tarea genérica 2966,2024-10-13,2024-10-18,pendiente,5.0,5.5,media
2967,537,Tarea genérica 2967,2024-10-07,2024-10-12,pendiente,5.0,5.5,media
2968,537,Tarea genérica 2968,2024-10-16,2024-10-21,pendiente,5.0,5.5,media
2969,537,Tarea genérica 2969,2024-08-24,2024-08-29,pendiente,5.0,5.5,media
2970,538,Tarea genérica 2970,2024-09-17,2024-09-22,pendiente,5.0,5.5,media
2971,538,Tarea genérica 2971,2024-09-02,2024-09-07,pendiente,5.0,5.5,media
2972,538,Tarea genérica 2972,2024-08-10,2024-08-15,pendiente,5.0,5.5,media
2973,539,Tarea genérica 2973,2018-07-23,2018-07-28,completada,5.0,5.5,media
2974,539,Tarea genérica 2974,2018-10-04,2018-10-09,completada,5.0,5.5,media
2975,539,Tarea genérica 2975,2018-08-18,2018-08-23,completada,5.0,5.5,media
2976,539,Tarea genérica 2976,2018-09-03,2018-09-08,completada,5.0,5.5,media
2977,539,Tarea genérica 2977,2018-09-16,2018-09-21,completada,5.0,5.5,media
