id_prueba,id_asignacion,descripcion,tipo,fecha_ejecucion,resultado,severidad_defecto,tiempo_resolucion_horas
5835,561,Prueba auto 5835,sistema,2023-05-29,éxito,nula,0
5836,561,Prueba auto 5836,sistema,2023-04-23,éxito,nula,0
5837,561,Prueba auto 5837,integración,2023-05-23,fallo,alta,8
5838,561,Prueba auto 5838,integración,2023-05-23,éxito,nula,0
5839,561,Prueba auto 5839,sistema,2023-05-10,fallo,alta,7
5840,561,Prueba auto 5840,integración,2023-05-26,éxito,nula,0
5841,561,Prueba auto 5841,sistema,2023-05-03,éxito,nula,0
5842,561,Prueba auto 5842,integración,2023-05-13,éxito,nula,0
5843,561,Prueba auto 5843,integración,2023-05-30,éxito,nula,0
5844,561,Prueba auto 5844,sistema,2023-04-24,éxito,nula,0
5845,561,Prueba auto 5845,integración,2023-04-08,éxito,nula,0
5846,561,Prueba auto 5846,sistema,2023-05-16,éxito,nula,0
5847,561,Prueba auto 5847,sistema,2023-05-24,éxito,nula,0
5848,561,Prueba auto 5848,sistema,2023-04-20,éxito,nula,0
5849,561,Prueba auto 5849,sistema,2023-06-07,éxito,nula,0
5850,564,Prueba auto 5850,integración,2023-05-14,éxito,nula,0
5851,564,Prueba auto 5851,sistema,2023-05-21,éxito,nula,0
5852,564,Prueba auto 5852,sistema,2023-05-20,éxito,nula,0
5853,564,Prueba auto 5853,integración,2023-05-25,éxito,nula,0
5854,564,Prueba auto 5854,integración,2023-05-29,éxito,nula,0
5855,564,Prueba auto 5855,sistema,2023-05-16,éxito,nula,0
5856,564,Prueba auto 5856,sistema,2023-05-14,éxito,nula,0
5857,564,Prueba auto 5857,integración,2023-04-30,éxito,nula,0
5858,564,Prueba auto 5858,sistema,2023-05-15,fallo,baja,3
5859,564,Prueba auto 5859,sistema,2023-05-17,fallo,alta,8
5860,564,Prueba auto 5860,integración,2023-06-04,éxito,nula,0
5861,564,Prueba auto 5861,integración,2023-04-01,éxito,nula,0
5862,564,Prueba auto 5862,integración,2023-04-23,fallo,baja,3
5863,564,Prueba auto 5863,integración,2023-05-14,éxito,nula,0
5864,564,Prueba auto 5864,sistema,2023-05-27,éxito,nula,0
5865,564,Prueba auto 5865,integración,2023-05-20,éxito,nula,0
5866,564,Prueba auto 5866,sistema,2023-05-15,éxito,nula,0
5867,564,Prueba auto 5867,integración,2023-05-16,éxito,nula,0
5868,564,Prueba auto 5868,integración,2023-04-30,éxito,nula,0
5869,564,Prueba auto 5869,integración,2023-05-27,fallo,media,4
5870,564,Prueba auto 5870,sistema,2023-05-23,éxito,nula,0
5871,564,Prueba auto 5871,sistema,2023-05-02,éxito,nula,0
5872,564,Prueba auto 5872,integración,2023-05-21,éxito,nula,0
5873,564,Prueba auto 5873,sistema,2023-05-30,éxito,nula,0
5874,564,Prueba auto 5874,sistema,2023-05-29,éxito,nula,0
5875,564,Prueba auto 5875,sistema,2023-04-26,éxito,nula,0
5876,564,Prueba auto 5876,sistema,2023-04-23,fallo,media,5
5877,564,Prueba auto 5877,integración,2023-05-15,éxito,nula,0
5878,564,Prueba auto 5878,integración,2023-05-19,éxito,nula,0
5879,564,Prueba auto 5879,integración,2023-05-16,éxito,nula,0
5880,564,Prueba auto 5880,sistema,2023-05-12,éxito,nula,0
5881,564,Prueba auto 5881,integración,2023-05-29,éxito,nula,0
5882,564,Prueba auto 5882,sistema,2023-05-21,éxito,nula,0
5883,564,Prueba auto 5883,sistema,2023-04-21,fallo,baja,6
5884,564,Prueba auto 5884,sistema,2023-05-04,éxito,nula,0
5885,564,Prueba auto 5885,sistema,2023-05-29,fallo,alta,7
5886,564,Prueba auto 5886,integración,2023-04-27,éxito,nula,0
5887,564,Prueba auto 5887,integración,2023-04-19,éxito,nula,0
5888,564,Prueba auto 5888,integración,2023-05-18,fallo,alta,2
5889,564,Prueba auto 5889,integración,2023-06-08,éxito,nula,0
5890,564,Prueba auto 5890,sistema,2023-05-07,éxito,nula,0
5891,564,Prueba auto 5891,integración,2023-05-17,éxito,nula,0
5892,566,Prueba auto 5892,sistema,2023-06-02,éxito,nula,0
5893,566,Prueba auto 5893,integración,2023-05-04,éxito,nula,0
5894,566,Prueba auto 5894,sistema,2023-05-15,éxito,nula,0
5895,566,Prueba auto 5895,sistema,2023-05-30,éxito,nula,0
5896,566,Prueba auto 5896,integración,2023-05-25,éxito,nula,0
5897,566,Prueba auto 5897,sistema,2023-06-01,éxito,nula,0
5898,566,Prueba auto 5898,sistema,2023-05-18,éxito,nula,0
5899,566,Prueba auto 5899,integración,2023-06-03,éxito,nula,0
5900,566,Prueba auto 5900,integración,2023-05-27,éxito,nula,0
5901,566,Prueba auto 5901,sistema,2023-04-13,éxito,nula,0
5902,566,Prueba auto 5902,integración,2023-05-25,fallo,media,2
5903,566,Prueba auto 5903,integración,2023-05-07,éxito,nula,0
5904,566,Prueba auto 5904,integración,2023-05-06,éxito,nula,0
5905,566,Prueba auto 5905,sistema,2023-05-08,éxito,nula,0
5906,566,Prueba auto 5906,sistema,2023-05-03,éxito,nula,0
5907,566,Prueba auto 5907,integración,2023-06-01,éxito,nula,0
5908,566,Prueba auto 5908,sistema,2023-04-28,éxito,nula,0
5909,566,Prueba auto 5909,sistema,2023-05-21,éxito,nula,0
5910,566,Prueba auto 5910,integración,2023-04-23,éxito,nula,0
5911,566,Prueba auto 5911,sistema,2023-04-12,éxito,nula,0
5912,566,Prueba auto 5912,integración,2023-05-24,éxito,nula,0
5913,566,Prueba auto 5913,integración,2023-04-28,éxito,nula,0
5914,566,Prueba auto 5914,sistema,2023-05-08,éxito,nula,0
5915,566,Prueba auto 5915,integración,2023-05-26,éxito,nula,0
5916,566,Prueba auto 5916,integración,2023-05-04,éxito,nula,0
5917,566,Prueba auto 5917,integración,2023-05-21,fallo,alta,8
5918,566,Prueba auto 5918,sistema,2023-04-22,éxito,nula,0
5919,566,Prueba auto 5919,integración,2023-05-14,éxito,nula,0
5920,566,Prueba auto 5920,integración,2023-05-21,éxito,nula,0
5921,566,Prueba auto 5921,sistema,2023-06-04,fallo,alta,1
5922,566,Prueba auto 5922,sistema,2023-04-26,éxito,nula,0
5923,566,Prueba auto 5923,integración,2023-05-28,éxito,nula,0
5924,568,Prueba auto 5924,integración,2018-07-01,éxito,nula,0
5925,568,Prueba auto 5925,integración,2018-07-03,éxito,nula,0
5926,568,Prueba auto 5926,sistema,2018-07-18,éxito,nula,0
5927,568,Prueba auto 5927,sistema,2018-05-07,fallo,alta,7
5928,568,Prueba auto 5928,sistema,2018-06-24,éxito,nula,0
5929,568,Prueba auto 5929,integración,2018-03-30,éxito,nula,0
5930,568,Prueba auto 5930,integración,2018-05-24,éxito,nula,0
5931,568,Prueba auto 5931,sistema,2018-04-23,éxito,nula,0
5932,568,Prueba auto 5932,integración,2018-07-31,fallo,alta,2
5933,568,Prueba auto 5933,sistema,2018-04-23,fallo,media,2
5934,568,Prueba auto 5934,sistema,2018-06-21,fallo,crítica,6
5935,568,Prueba auto 5935,sistema,2018-06-21,éxito,nula,0
5936,568,Prueba auto 5936,integración,2018-06-17,éxito,nula,0
5937,568,Prueba auto 5937,sistema,2018-03-13,éxito,nula,0
5938,568,Prueba auto 5938,integración,2018-07-06,éxito,nula,0
5939,568,Prueba auto 5939,sistema,2018-04-19,fallo,alta,4
5940,568,Prueba auto 5940,sistema,2018-05-10,fallo,alta,7
5941,568,Prueba auto 5941,sistema,2018-06-12,fallo,media,6
5942,568,Prueba auto 5942,sistema,2018-04-09,éxito,nula,0
5943,568,Prueba auto 5943,sistema,2018-07-23,éxito,nula,0
5944,568,Prueba auto 5944,sistema,2018-04-30,fallo,baja,7
5945,568,Prueba auto 5945,sistema,2018-04-05,éxito,nula,0
5946,568,Prueba auto 5946,integración,2018-07-14,fallo,baja,5
5947,568,Prueba auto 5947,sistema,2018-04-26,fallo,alta,6
5948,569,Prueba auto 5948,sistema,2018-04-14,éxito,nula,0
5949,569,Prueba auto 5949,sistema,2018-05-10,éxito,nula,0
5950,569,Prueba auto 5950,integración,2018-05-30,éxito,nula,0
5951,569,Prueba auto 5951,integración,2018-03-09,éxito,nula,0
5952,569,Prueba auto 5952,integración,2018-04-12,éxito,nula,0
5953,569,Prueba auto 5953,integración,2018-05-18,éxito,nula,0
5954,569,Prueba auto 5954,sistema,2018-05-09,éxito,nula,0
5955,569,Prueba auto 5955,integración,2018-05-22,fallo,baja,5
5956,569,Prueba auto 5956,integración,2018-04-13,éxito,nula,0
5957,569,Prueba auto 5957,sistema,2018-07-19,éxito,nula,0
5958,569,Prueba auto 5958,integración,2018-05-31,éxito,nula,0
5959,569,Prueba auto 5959,integración,2018-07-02,éxito,nula,0
5960,569,Prueba auto 5960,integración,2018-04-17,éxito,nula,0
5961,569,Prueba auto 5961,sistema,2018-03-13,fallo,baja,7
5962,569,Prueba auto 5962,sistema,2018-05-12,éxito,nula,0
5963,569,Prueba auto 5963,sistema,2018-04-02,éxito,nula,0
5964,569,Prueba auto 5964,sistema,2018-06-02,éxito,nula,0
5965,569,Prueba auto 5965,integración,2018-08-09,éxito,nula,0
5966,569,Prueba auto 5966,integración,2018-07-18,éxito,nula,0
5967,569,Prueba auto 5967,integración,2018-05-17,éxito,nula,0
5968,569,Prueba auto 5968,integración,2018-07-06,fallo,crítica,7
5969,569,Prueba auto 5969,integración,2018-07-01,éxito,nula,0
5970,569,Prueba auto 5970,integración,2018-06-02,éxito,nula,0
5971,569,Prueba auto 5971,integración,2018-07-29,éxito,nula,0
5972,569,Prueba auto 5972,integración,2018-04-20,éxito,nula,0
5973,569,Prueba auto 5973,integración,2018-07-02,éxito,nula,0
5974,569,Prueba auto 5974,sistema,2018-03-17,éxito,nula,0
5975,569,Prueba auto 5975,sistema,2018-07-15,fallo,baja,3
5976,569,Prueba auto 5976,sistema,2018-06-17,fallo,alta,4
5977,573,Prueba auto 5977,integración,2018-07-02,éxito,nula,0
5978,573,Prueba auto 5978,sistema,2018-03-17,éxito,nula,0
5979,573,Prueba auto 5979,integración,2018-04-08,éxito,nula,0
5980,573,Prueba auto 5980,integración,2018-03-09,éxito,nula,0
5981,573,Prueba auto 5981,integración,2018-05-22,éxito,nula,0
5982,573,Prueba auto 5982,sistema,2018-04-14,éxito,nula,0
5983,573,Prueba auto 5983,integración,2018-06-06,éxito,nula,0
5984,573,Prueba auto 5984,integración,2018-06-04,fallo,baja,8
5985,573,Prueba auto 5985,sistema,2018-07-07,éxito,nula,0
5986,573,Prueba auto 5986,integración,2018-06-28,éxito,nula,0
5987,573,Prueba auto 5987,integración,2018-07-21,éxito,nula,0
5988,573,Prueba auto 5988,integración,2018-05-26,éxito,nula,0
5989,573,Prueba auto 5989,integración,2018-04-24,éxito,nula,0
5990,573,Prueba auto 5990,integración,2018-06-06,éxito,nula,0
5991,573,Prueba auto 5991,sistema,2018-08-12,éxito,nula,0
5992,573,Prueba auto 5992,integración,2018-06-12,éxito,nula,0
5993,573,Prueba auto 5993,sistema,2018-06-05,éxito,nula,0
5994,573,Prueba auto 5994,integración,2018-07-15,éxito,nula,0
5995,573,Prueba auto 5995,sistema,2018-05-20,éxito,nula,0
5996,573,Prueba auto 5996,sistema,2018-07-25,éxito,nula,0
5997,573,Prueba auto 5997,sistema,2018-05-05,éxito,nula,0
5998,573,Prueba auto 5998,sistema,2018-06-26,éxito,nula,0
5999,573,Prueba auto 5999,integración,2018-07-12,fallo,crítica,3
6000,573,Prueba auto 6000,integración,2018-07-08,éxito,nula,0
6001,573,Prueba auto 6001,sistema,2018-06-27,éxito,nula,0
6002,573,Prueba auto 6002,integración,2018-04-17,éxito,nula,0
6003,573,Prueba auto 6003,integración,2018-08-08,éxito,nula,0
6004,573,Prueba auto 6004,sistema,2018-05-25,fallo,baja,8
6005,573,Prueba auto 6005,sistema,2018-05-05,fallo,media,6
6006,573,Prueba auto 6006,sistema,2018-05-26,éxito,nula,0
6007,573,Prueba auto 6007,sistema,2018-06-11,éxito,nula,0
6008,573,Prueba auto 6008,integración,2018-06-20,éxito,nula,0
6009,573,Prueba auto 6009,sistema,2018-07-16,éxito,nula,0
6010,573,Prueba auto 6010,integración,2018-04-02,éxito,nula,0
6011,573,Prueba auto 6011,integración,2018-03-21,éxito,nula,0
6012,573,Prueba auto 6012,integración,2018-05-15,éxito,nula,0
6013,573,Prueba auto 6013,integración,2018-06-18,éxito,nula,0
6014,573,Prueba auto 6014,integración,2018-02-14,éxito,nula,0
6015,573,Prueba auto 6015,sistema,2018-05-28,éxito,nula,0
6016,573,Prueba auto 6016,sistema,2018-06-18,éxito,nula,0
6017,573,Prueba auto 6017,sistema,2018-06-22,éxito,nula,0
6018,573,Prueba auto 6018,sistema,2018-06-14,éxito,nula,0
6019,573,Prueba auto 6019,sistema,2018-02-10,éxito,nula,0
6020,573,Prueba auto 6020,sistema,2018-04-16,éxito,nula,0
6021,573,Prueba auto 6021,sistema,2018-03-04,éxito,nula,0
6022,573,Prueba auto 6022,sistema,2018-05-23,éxito,nula,0
6023,573,Prueba auto 6023,sistema,2018-05-21,éxito,nula,0
6024,573,Prueba auto 6024,integración,2018-06-29,éxito,nula,0
6025,573,Prueba auto 6025,sistema,2018-04-12,fallo,baja,4
6026,573,Prueba auto 6026,integración,2018-05-24,éxito,nula,0
6027,573,Prueba auto 6027,sistema,2018-05-26,éxito,nula,0
6028,573,Prueba auto 6028,sistema,2018-07-16,éxito,nula,0
6029,573,Prueba auto 6029,integración,2018-05-23,éxito,nula,0
6030,573,Prueba auto 6030,sistema,2018-04-29,éxito,nula,0
6031,573,Prueba auto 6031,integración,2018-04-03,éxito,nula,0
6032,573,Prueba auto 6032,integración,2018-06-18,éxito,nula,0
6033,573,Prueba auto 6033,sistema,2018-07-05,éxito,nula,0
6034,573,Prueba auto 6034,sistema,2018-04-20,éxito,nula,0
6035,575,Prueba auto 6035,sistema,2019-03-01,éxito,nula,0
6036,575,Prueba auto 6036,integración,2019-02-07,éxito,nula,0
6037,575,Prueba auto 6037,sistema,2019-04-04,fallo,media,2
6038,575,Prueba auto 6038,sistema,2019-04-07,fallo,alta,4
6039,575,Prueba auto 6039,sistema,2019-04-19,éxito,nula,0
6040,575,Prueba auto 6040,sistema,2019-04-04,fallo,media,2
6041,575,Prueba auto 6041,integración,2019-04-16,éxito,nula,0
6042,575,Prueba auto 6042,sistema,2019-04-19,éxito,nula,0
6043,575,Prueba auto 6043,sistema,2019-02-07,éxito,nula,0
6044,575,Prueba auto 6044,integración,2019-03-09,éxito,nula,0
6045,575,Prueba auto 6045,sistema,2019-04-13,éxito,nula,0
6046,575,Prueba auto 6046,sistema,2019-04-25,éxito,nula,0
6047,575,Prueba auto 6047,sistema,2019-04-09,éxito,nula,0
6048,575,Prueba auto 6048,integración,2019-01-23,éxito,nula,0
6049,575,Prueba auto 6049,integración,2019-03-21,éxito,nula,0
6050,575,Prueba auto 6050,integración,2019-03-28,éxito,nula,0
6051,575,Prueba auto 6051,integración,2019-03-10,éxito,nula,0
6052,575,Prueba auto 6052,integración,2019-05-02,éxito,nula,0
6053,575,Prueba auto 6053,integración,2019-04-27,éxito,nula,0
6054,575,Prueba auto 6054,integración,2019-03-21,fallo,baja,5
6055,575,Prueba auto 6055,integración,2019-03-09,éxito,nula,0
6056,575,Prueba auto 6056,sistema,2019-04-06,éxito,nula,0
6057,575,Prueba auto 6057,sistema,2019-04-07,éxito,nula,0
6058,575,Prueba auto 6058,integración,2019-04-17,éxito,nula,0
6059,575,Prueba auto 6059,sistema,2019-04-05,éxito,nula,0
6060,575,Prueba auto 6060,integración,2019-03-06,éxito,nula,0
6061,575,Prueba auto 6061,integración,2019-01-31,éxito,nula,0
6062,575,Prueba auto 6062,integración,2019-03-01,éxito,nula,0
6063,575,Prueba auto 6063,sistema,2019-03-17,éxito,nula,0
6064,575,Prueba auto 6064,integración,2019-04-21,éxito,nula,0
6065,575,Prueba auto 6065,integración,2019-04-02,éxito,nula,0
6066,575,Prueba auto 6066,sistema,2019-04-26,éxito,nula,0
6067,575,Prueba auto 6067,integración,2019-03-27,éxito,nula,0
6068,578,Prueba auto 6068,integración,2019-04-10,éxito,nula,0
6069,578,Prueba auto 6069,integración,2019-02-14,éxito,nula,0
6070,578,Prueba auto 6070,integración,2019-03-05,éxito,nula,0
6071,578,Prueba auto 6071,sistema,2019-04-24,éxito,nula,0
6072,578,Prueba auto 6072,sistema,2019-04-02,éxito,nula,0
6073,578,Prueba auto 6073,integración,2019-04-08,éxito,nula,0
6074,578,Prueba auto 6074,integración,2019-03-18,fallo,alta,3
6075,578,Prueba auto 6075,sistema,2019-04-02,éxito,nula,0
6076,578,Prueba auto 6076,sistema,2019-02-08,éxito,nula,0
6077,578,Prueba auto 6077,sistema,2019-04-16,éxito,nula,0
6078,578,Prueba auto 6078,integración,2019-03-04,éxito,nula,0
6079,578,Prueba auto 6079,integración,2019-03-22,éxito,nula,0
6080,578,Prueba auto 6080,integración,2019-03-28,éxito,nula,0
6081,578,Prueba auto 6081,sistema,2019-03-26,fallo,alta,2
6082,578,Prueba auto 6082,sistema,2019-03-20,éxito,nula,0
6083,578,Prueba auto 6083,integración,2019-03-18,éxito,nula,0
6084,578,Prueba auto 6084,sistema,2019-02-27,éxito,nula,0
6085,578,Prueba auto 6085,integración,2019-04-23,éxito,nula,0
6086,578,Prueba auto 6086,integración,2019-04-04,éxito,nula,0
6087,578,Prueba auto 6087,integración,2019-04-07,éxito,nula,0
6088,578,Prueba auto 6088,integración,2019-03-09,éxito,nula,0
6089,578,Prueba auto 6089,integración,2019-03-27,éxito,nula,0
6090,578,Prueba auto 6090,sistema,2019-02-01,éxito,nula,0
6091,578,Prueba auto 6091,integración,2019-04-12,éxito,nula,0
6092,578,Prueba auto 6092,sistema,2019-01-24,éxito,nula,0
6093,578,Prueba auto 6093,sistema,2019-02-13,éxito,nula,0
6094,578,Prueba auto 6094,sistema,2019-03-30,éxito,nula,0
6095,578,Prueba auto 6095,sistema,2019-04-11,éxito,nula,0
6096,578,Prueba auto 6096,sistema,2019-04-19,éxito,nula,0
6097,578,Prueba auto 6097,sistema,2019-03-15,éxito,nula,0
6098,578,Prueba auto 6098,integración,2019-03-02,éxito,nula,0
6099,578,Prueba auto 6099,sistema,2019-03-14,éxito,nula,0
6100,578,Prueba auto 6100,integración,2019-04-14,éxito,nula,0
6101,578,Prueba auto 6101,integración,2019-03-20,éxito,nula,0
6102,578,Prueba auto 6102,sistema,2019-05-01,éxito,nula,0
6103,578,Prueba auto 6103,integración,2019-04-25,éxito,nula,0
6104,578,Prueba auto 6104,integración,2019-04-20,éxito,nula,0
6105,578,Prueba auto 6105,integración,2019-04-10,éxito,nula,0
6106,578,Prueba auto 6106,integración,2019-03-28,éxito,nula,0
6107,578,Prueba auto 6107,sistema,2019-04-19,éxito,nula,0
6108,578,Prueba auto 6108,sistema,2019-04-19,éxito,nula,0
6109,580,Prueba auto 6109,integración,2017-12-05,éxito,nula,0
6110,580,Prueba auto 6110,sistema,2017-10-18,éxito,nula,0
6111,580,Prueba auto 6111,integración,2018-02-11,éxito,nula,0
6112,580,Prueba auto 6112,sistema,2018-02-01,éxito,nula,0
6113,580,Prueba auto 6113,sistema,2018-01-25,fallo,baja,3
6114,580,Prueba auto 6114,integración,2017-12-24,éxito,nula,0
6115,580,Prueba auto 6115,integración,2018-01-22,éxito,nula,0
6116,580,Prueba auto 6116,sistema,2018-01-25,éxito,nula,0
6117,580,Prueba auto 6117,sistema,2017-11-22,éxito,nula,0
6118,580,Prueba auto 6118,sistema,2017-11-25,éxito,nula,0
6119,580,Prueba auto 6119,integración,2017-11-29,éxito,nula,0
6120,580,Prueba auto 6120,sistema,2018-01-16,éxito,nula,0
6121,580,Prueba auto 6121,sistema,2018-01-23,éxito,nula,0
6122,580,Prueba auto 6122,integración,2018-01-17,fallo,media,4
6123,580,Prueba auto 6123,integración,2017-11-14,éxito,nula,0
6124,580,Prueba auto 6124,sistema,2018-01-27,éxito,nula,0
6125,580,Prueba auto 6125,sistema,2018-01-23,éxito,nula,0
6126,580,Prueba auto 6126,integración,2017-12-19,fallo,alta,1
6127,580,Prueba auto 6127,integración,2018-01-18,éxito,nula,0
6128,580,Prueba auto 6128,sistema,2018-01-10,éxito,nula,0
6129,580,Prueba auto 6129,sistema,2017-11-30,éxito,nula,0
6130,580,Prueba auto 6130,sistema,2018-01-12,éxito,nula,0
6131,580,Prueba auto 6131,integración,2017-11-29,éxito,nula,0
6132,580,Prueba auto 6132,integración,2017-12-05,éxito,nula,0
6133,580,Prueba auto 6133,sistema,2017-12-13,éxito,nula,0
6134,580,Prueba auto 6134,integración,2018-02-26,éxito,nula,0
6135,585,Prueba auto 6135,sistema,2017-11-13,éxito,nula,0
6136,585,Prueba auto 6136,sistema,2017-12-31,éxito,nula,0
6137,585,Prueba auto 6137,sistema,2017-12-27,éxito,nula,0
6138,585,Prueba auto 6138,sistema,2018-01-18,éxito,nula,0
6139,585,Prueba auto 6139,integración,2018-01-24,éxito,nula,0
6140,585,Prueba auto 6140,sistema,2017-12-31,fallo,baja,3
6141,585,Prueba auto 6141,integración,2017-11-08,éxito,nula,0
6142,585,Prueba auto 6142,integración,2018-02-06,fallo,media,4
6143,585,Prueba auto 6143,integración,2018-01-13,éxito,nula,0
6144,585,Prueba auto 6144,sistema,2018-02-11,fallo,crítica,3
6145,585,Prueba auto 6145,sistema,2018-01-30,éxito,nula,0
6146,585,Prueba auto 6146,sistema,2018-01-04,éxito,nula,0
6147,585,Prueba auto 6147,integración,2017-12-08,éxito,nula,0
6148,585,Prueba auto 6148,integración,2018-02-19,éxito,nula,0
6149,585,Prueba auto 6149,sistema,2017-11-29,fallo,crítica,6
6150,585,Prueba auto 6150,integración,2018-01-26,fallo,baja,4
6151,585,Prueba auto 6151,sistema,2017-12-30,éxito,nula,0
6152,585,Prueba auto 6152,integración,2018-02-22,éxito,nula,0
6153,585,Prueba auto 6153,sistema,2018-01-16,éxito,nula,0
6154,585,Prueba auto 6154,integración,2017-12-15,éxito,nula,0
6155,585,Prueba auto 6155,sistema,2017-12-21,fallo,media,1
6156,585,Prueba auto 6156,integración,2018-02-16,éxito,nula,0
6157,585,Prueba auto 6157,integración,2018-01-02,éxito,nula,0
6158,585,Prueba auto 6158,sistema,2017-11-18,éxito,nula,0
6159,585,Prueba auto 6159,integración,2018-01-05,éxito,nula,0
6160,585,Prueba auto 6160,sistema,2017-12-21,éxito,nula,0
6161,585,Prueba auto 6161,integración,2018-01-13,éxito,nula,0
6162,585,Prueba auto 6162,sistema,2017-12-25,éxito,nula,0
6163,585,Prueba auto 6163,integración,2017-11-17,éxito,nula,0
6164,585,Prueba auto 6164,sistema,2018-01-19,éxito,nula,0
6165,585,Prueba auto 6165,integración,2017-09-21,fallo,media,7
6166,585,Prueba auto 6166,integración,2018-01-11,éxito,nula,0
6167,585,Prueba auto 6167,sistema,2017-10-24,éxito,nula,0
6168,585,Prueba auto 6168,integración,2018-01-11,éxito,nula,0
6169,585,Prueba auto 6169,sistema,2018-01-28,éxito,nula,0
6170,585,Prueba auto 6170,sistema,2017-12-24,fallo,baja,1
6171,585,Prueba auto 6171,integración,2018-02-09,éxito,nula,0
6172,585,Prueba auto 6172,integración,2018-02-02,fallo,crítica,2
6173,585,Prueba auto 6173,integración,2018-01-17,fallo,alta,2
6174,585,Prueba auto 6174,integración,2018-01-01,éxito,nula,0
6175,585,Prueba auto 6175,sistema,2018-02-11,éxito,nula,0
6176,585,Prueba auto 6176,integración,2017-12-18,éxito,nula,0
6177,585,Prueba auto 6177,sistema,2018-01-16,éxito,nula,0
6178,585,Prueba auto 6178,integración,2017-12-30,éxito,nula,0
6179,585,Prueba auto 6179,sistema,2017-12-23,éxito,nula,0
6180,585,Prueba auto 6180,integración,2017-12-31,éxito,nula,0
6181,585,Prueba auto 6181,sistema,2018-01-19,éxito,nula,0
6182,585,Prueba auto 6182,integración,2018-02-02,fallo,crítica,4
6183,585,Prueba auto 6183,integración,2018-02-10,éxito,nula,0
6184,585,Prueba auto 6184,integración,2018-02-18,fallo,media,8
6185,586,Prueba auto 6185,sistema,2025-10-14,éxito,nula,0
6186,586,Prueba auto 6186,sistema,2025-08-27,éxito,nula,0
6187,586,Prueba auto 6187,sistema,2025-08-01,éxito,nula,0
6188,586,Prueba auto 6188,integración,2025-10-15,éxito,nula,0
6189,586,Prueba auto 6189,integración,2025-08-03,éxito,nula,0
6190,586,Prueba auto 6190,sistema,2025-07-06,fallo,alta,3
6191,586,Prueba auto 6191,integración,2025-10-23,éxito,nula,0
6192,586,Prueba auto 6192,sistema,2025-10-19,fallo,baja,7
6193,586,Prueba auto 6193,sistema,2025-10-05,éxito,nula,0
6194,586,Prueba auto 6194,sistema,2025-08-20,éxito,nula,0
6195,586,Prueba auto 6195,sistema,2025-06-15,fallo,media,3
6196,586,Prueba auto 6196,integración,2025-11-02,éxito,nula,0
6197,586,Prueba auto 6197,sistema,2025-10-24,éxito,nula,0
6198,586,Prueba auto 6198,sistema,2025-08-05,éxito,nula,0
6199,586,Prueba auto 6199,integración,2025-08-13,éxito,nula,0
6200,586,Prueba auto 6200,sistema,2025-09-10,éxito,nula,0
6201,586,Prueba auto 6201,sistema,2025-09-30,éxito,nula,0
6202,586,Prueba auto 6202,integración,2025-08-04,éxito,nula,0
6203,586,Prueba auto 6203,integración,2025-08-27,éxito,nula,0
6204,586,Prueba auto 6204,integración,2025-08-26,fallo,alta,2
6205,586,Prueba auto 6205,integración,2025-09-16,éxito,nula,0
6206,586,Prueba auto 6206,integración,2025-06-07,éxito,nula,0
6207,586,Prueba auto 6207,integración,2025-08-02,éxito,nula,0
6208,586,Prueba auto 6208,sistema,2025-08-20,éxito,nula,0
6209,586,Prueba auto 6209,sistema,2025-09-11,fallo,baja,4
6210,586,Prueba auto 6210,sistema,2025-09-15,éxito,nula,0
6211,586,Prueba auto 6211,integración,2025-10-01,éxito,nula,0
6212,586,Prueba auto 6212,integración,2025-07-14,éxito,nula,0
6213,586,Prueba auto 6213,integración,2025-09-16,éxito,nula,0
6214,592,Prueba auto 6214,sistema,2025-08-29,éxito,nula,0
6215,592,Prueba auto 6215,sistema,2025-08-14,éxito,nula,0
6216,592,Prueba auto 6216,integración,2025-08-02,éxito,nula,0
6217,592,Prueba auto 6217,integración,2025-09-27,éxito,nula,0
6218,592,Prueba auto 6218,integración,2025-07-22,éxito,nula,0
6219,592,Prueba auto 6219,integración,2025-09-06,éxito,nula,0
6220,592,Prueba auto 6220,sistema,2025-08-10,éxito,nula,0
6221,592,Prueba auto 6221,integración,2025-08-07,éxito,nula,0
6222,592,Prueba auto 6222,integración,2025-07-09,éxito,nula,0
6223,592,Prueba auto 6223,integración,2025-09-30,éxito,nula,0
6224,592,Prueba auto 6224,integración,2025-11-14,éxito,nula,0
6225,592,Prueba auto 6225,integración,2025-10-15,éxito,nula,0
6226,592,Prueba auto 6226,integración,2025-09-08,éxito,nula,0
6227,592,Prueba auto 6227,integración,2025-07-20,éxito,nula,0
6228,592,Prueba auto 6228,sistema,2025-07-14,éxito,nula,0
6229,592,Prueba auto 6229,sistema,2025-08-04,éxito,nula,0
6230,592,Prueba auto 6230,integración,2025-07-22,éxito,nula,0
6231,592,Prueba auto 6231,sistema,2025-10-10,éxito,nula,0
6232,592,Prueba auto 6232,integración,2025-09-04,éxito,nula,0
6233,592,Prueba auto 6233,integración,2025-08-29,éxito,nula,0
6234,601,Prueba auto 6234,sistema,2016-09-30,fallo,baja,8
6235,601,Prueba auto 6235,integración,2016-10-05,éxito,nula,0
6236,601,Prueba auto 6236,integración,2016-09-04,éxito,nula,0
6237,601,Prueba auto 6237,sistema,2016-08-28,éxito,nula,0
6238,601,Prueba auto 6238,sistema,2016-09-20,éxito,nula,0
