id_hecho_calidad,id_proyecto,id_tiempo,tipo_prueba,severidad,cantidad_defectos_encontrados
6552,113,20250512,sistema,baja,1
6553,113,20250513,integración,baja,1
6554,113,20250513,integración,nula,0
6555,113,20250515,integración,nula,0
6556,113,20250516,sistema,nula,0
6557,113,20250518,integración,nula,0
6558,113,20250519,sistema,nula,0
6559,113,20250520,integración,nula,0
6560,113,20250520,sistema,nula,0
6561,113,20250521,sistema,nula,0
6562,113,20250523,sistema,nula,0
6563,113,20250525,sistema,nula,0
6564,113,20250528,sistema,nula,0
6565,113,20250529,integración,alta,1
6566,113,20250530,integración,nula,0
6567,113,20250531,integración,nula,0
6568,113,20250602,sistema,nula,0
6569,113,20250603,integración,nula,0
6570,113,20250606,sistema,nula,0
6571,113,20250608,sistema,alta,1
6572,113,20250608,sistema,nula,0
6573,113,20250609,integración,media,1
6574,113,20250609,integración,nula,0
6575,113,20250611,integración,nula,0
6576,113,20250615,integración,nula,0
6577,113,20250617,sistema,nula,0
6578,113,20250620,integración,nula,0
6579,113,20250621,integración,nula,0
6580,113,20250623,integración,nula,0
6581,113,20250701,integración,nula,0
6582,113,20250701,sistema,nula,0
6583,113,20250704,integración,nula,0
6584,115,20170320,integración,nula,0
6585,115,20170322,integración,alta,1
6586,115,20170324,integración,crítica,1
6587,115,20170328,sistema,nula,0
6588,115,20170329,sistema,nula,0
6589,115,20170330,sistema,nula,0
6590,115,20170331,integración,nula,0
6591,115,20170404,integración,nula,0
6592,115,20170405,integración,nula,0
6593,115,20170408,integración,nula,0
6594,115,20170409,integración,nula,0
6595,115,20170409,sistema,nula,0
6596,115,20170410,integración,baja,1
6597,115,20170410,integración,nula,0
6598,115,20170410,sistema,nula,0
6599,115,20170412,sistema,nula,0
6600,115,20170413,integración,nula,0
6601,115,20170414,integración,nula,0
6602,115,20170415,integración,nula,0
6603,115,20170416,integración,nula,0
6604,115,20170416,sistema,nula,0
6605,115,20170418,sistema,nula,0
6606,115,20170419,integración,nula,0
6607,115,20170420,integración,nula,0
6608,115,20170421,integración,nula,0
6609,115,20170422,integración,baja,1
6610,115,20170424,integración,baja,1
6611,115,20170426,integración,nula,0
6612,115,20170426,sistema,nula,0
6613,115,20170427,sistema,nula,0
6614,115,20170428,integración,nula,0
6615,115,20170430,integración,nula,0
6616,115,20170430,sistema,baja,1
6617,115,20170501,sistema,nula,0
6618,115,20170502,integración,baja,1
6619,115,20170502,integración,nula,0
6620,115,20170502,sistema,nula,0
6621,115,20170503,sistema,nula,0
6622,115,20170504,integración,media,2
6623,115,20170504,sistema,nula,0
6624,115,20170505,sistema,nula,0
6625,115,20170506,sistema,nula,0
6626,115,20170507,sistema,media,1
6627,115,20170508,integración,nula,0
6628,115,20170508,sistema,nula,0
6629,115,20170509,integración,nula,0
6630,115,20170510,integración,nula,0
6631,115,20170510,sistema,alta,1
6632,115,20170510,sistema,nula,0
6633,115,20170511,integración,nula,0
6634,115,20170512,sistema,nula,0
6635,115,20170513,integración,nula,0
6636,115,20170513,sistema,nula,0
6637,115,20170514,integración,nula,0
6638,115,20170514,sistema,nula,0
6639,115,20170515,sistema,crítica,1
6640,115,20170516,integración,nula,0
6641,115,20170516,sistema,media,1
6642,115,20170517,integración,nula,0
6643,115,20170518,integración,nula,0
6644,115,20170519,integración,nula,0
6645,115,20170520,sistema,nula,0
6646,115,20170521,sistema,baja,1
6647,115,20170522,sistema,alta,1
6648,115,20170522,sistema,nula,0
6649,115,20170523,integración,nula,0
6650,115,20170524,integración,nula,0
6651,115,20170524,sistema,nula,0
6652,115,20170525,integración,nula,0
6653,115,20170525,sistema,nula,0
6654,115,20170526,integración,crítica,1
6655,115,20170526,sistema,media,1
6656,115,20170526,sistema,nula,0
6657,115,20170527,sistema,nula,0
6658,115,20170528,integración,nula,0
6659,115,20170529,integración,nula,0
6660,115,20170529,sistema,nula,0
6661,115,20170530,integración,nula,0
6662,115,20170531,sistema,nula,0
6663,115,20170601,integración,baja,1
6664,115,20170601,integración,nula,0
6665,115,20170601,sistema,nula,0
6666,115,20170602,sistema,nula,0
6667,115,20170604,sistema,baja,1
6668,115,20170605,sistema,crítica,1
6669,115,20170606,integración,nula,0
6670,115,20170607,integración,nula,0
6671,115,20170607,sistema,nula,0
6672,115,20170608,integración,nula,0
6673,115,20170608,sistema,nula,0
6674,115,20170609,integración,nula,0
6675,115,20170610,integración,baja,1
6676,115,20170610,integración,nula,0
6677,115,20170610,sistema,baja,1
6678,115,20170611,integración,crítica,1
6679,115,20170611,integración,nula,0
6680,115,20170611,sistema,nula,0
6681,115,20170612,integración,nula,0
6682,115,20170612,sistema,nula,0
6683,115,20170613,integración,baja,1
6684,115,20170613,integración,nula,0
6685,115,20170615,integración,media,1
6686,115,20170615,integración,nula,0
6687,115,20170615,sistema,nula,0
6688,115,20170616,integración,nula,0
6689,115,20170616,sistema,nula,0
6690,115,20170618,sistema,nula,0
6691,115,20170619,integración,nula,0
6692,115,20170619,sistema,nula,0
6693,115,20170620,integración,nula,0
6694,115,20170620,sistema,nula,0
6695,115,20170621,integración,nula,0
6696,115,20170621,sistema,nula,0
6697,115,20170623,integración,nula,0
6698,115,20170624,integración,nula,0
6699,115,20170624,sistema,baja,1
6700,115,20170625,integración,nula,0
6701,115,20170625,sistema,nula,0
6702,115,20170626,integración,baja,1
6703,115,20170626,integración,nula,0
6704,115,20170626,sistema,nula,0
6705,115,20170628,integración,alta,1
6706,115,20170628,sistema,crítica,1
6707,115,20170628,sistema,nula,0
6708,115,20170629,integración,baja,1
6709,115,20170629,integración,crítica,1
6710,115,20170630,integración,nula,0
6711,115,20170630,sistema,nula,0
6712,115,20170701,integración,nula,0
6713,115,20170701,sistema,nula,0
6714,115,20170702,integración,nula,0
6715,115,20170702,sistema,nula,0
6716,115,20170703,integración,baja,1
6717,115,20170703,integración,nula,0
6718,115,20170705,sistema,nula,0
6719,115,20170706,integración,nula,0
6720,115,20170707,integración,baja,1
6721,115,20170707,integración,nula,0
6722,115,20170708,integración,baja,1
6723,115,20170708,sistema,nula,0
6724,115,20170709,integración,nula,0
6725,115,20170709,sistema,alta,1
6726,115,20170709,sistema,nula,0
6727,115,20170710,integración,nula,0
6728,115,20170711,integración,alta,1
6729,115,20170711,integración,nula,0
6730,115,20170711,sistema,nula,0
6731,115,20170712,integración,nula,0
6732,115,20170712,sistema,nula,0
6733,115,20170713,integración,nula,0
6734,115,20170714,sistema,nula,0
6735,115,20170715,sistema,baja,1
6736,115,20170716,sistema,baja,1
6737,115,20170716,sistema,nula,0
6738,115,20170717,sistema,nula,0
6739,115,20170720,integración,nula,0
6740,116,20210901,integración,nula,0
6741,116,20210915,integración,nula,0
6742,116,20210918,integración,nula,0
6743,116,20210923,integración,nula,0
6744,116,20210925,integración,nula,0
6745,116,20210927,integración,nula,0
6746,116,20210929,sistema,nula,0
6747,116,20211009,integración,baja,1
6748,116,20211010,sistema,nula,0
6749,116,20211016,sistema,nula,0
6750,116,20211017,integración,crítica,1
6751,116,20211025,integración,baja,1
6752,116,20211028,integración,nula,0
6753,116,20211030,sistema,nula,0
6754,116,20211105,sistema,alta,1
6755,116,20211109,integración,nula,0
6756,116,20211113,integración,media,1
6757,116,20211113,sistema,nula,0
6758,116,20211116,integración,nula,0
6759,116,20211123,integración,nula,0
6760,116,20211205,sistema,nula,0
6761,116,20211208,integración,nula,0
6762,116,20211210,sistema,media,1
6763,116,20211213,sistema,nula,0
6764,116,20211214,integración,nula,0
6765,116,20211217,integración,nula,0
6766,116,20211217,sistema,alta,1
6767,116,20211220,sistema,nula,0
6768,116,20220101,integración,alta,1
6769,116,20220104,integración,crítica,1
6770,116,20220107,integración,nula,0
6771,116,20220107,sistema,crítica,1
6772,116,20220112,integración,nula,0
6773,116,20220117,integración,nula,0
6774,118,20200817,integración,nula,0
6775,118,20200818,sistema,nula,0
6776,118,20200908,sistema,nula,0
6777,118,20200909,integración,nula,0
6778,118,20200915,sistema,baja,1
6779,118,20200921,sistema,nula,0
6780,118,20201005,integración,nula,0
6781,118,20201008,sistema,nula,0
6782,118,20201012,sistema,nula,0
6783,118,20201014,integración,nula,0
6784,118,20201016,integración,nula,0
6785,118,20201018,sistema,nula,0
6786,118,20201022,integración,nula,0
6787,118,20201022,sistema,nula,0
6788,118,20201025,sistema,media,1
6789,118,20201025,sistema,nula,0
6790,118,20201026,integración,nula,0
6791,118,20201027,sistema,nula,0
6792,118,20201105,sistema,nula,0
6793,118,20201106,sistema,nula,0
6794,118,20201112,integración,nula,0
6795,118,20201114,integración,nula,0
6796,118,20201116,integración,nula,0
6797,118,20201119,sistema,nula,0
6798,118,20201121,sistema,nula,0
6799,118,20201122,sistema,crítica,1
6800,118,20201127,sistema,nula,0
6801,118,20201129,integración,nula,0
6802,118,20201130,sistema,nula,0
6803,118,20201202,integración,nula,0
6804,118,20201203,sistema,nula,0
6805,118,20201204,sistema,nula,0
6806,118,20201207,sistema,nula,0
6807,118,20201209,integración,nula,0
6808,118,20201210,integración,nula,0
6809,118,20201211,sistema,nula,0
6810,118,20201214,sistema,nula,0
6811,118,20201215,integración,nula,0
6812,118,20201217,integración,nula,0
6813,118,20201217,sistema,nula,0
6814,118,20201218,sistema,baja,1
6815,118,20201220,integración,nula,0
6816,118,20201221,sistema,nula,0
6817,118,20201224,integración,nula,0
6818,118,20201229,integración,nula,0
6819,118,20201229,sistema,nula,0
6820,118,20201231,sistema,baja,1
6821,118,20201231,sistema,nula,0
6822,118,20210105,integración,crítica,1
6823,118,20210105,integración,nula,0
6824,118,20210106,integración,nula,0
6825,118,20210107,sistema,nula,0
6826,118,20210109,integración,nula,0
6827,118,20210109,sistema,nula,0
6828,118,20210110,integración,nula,0
6829,118,20210112,integración,nula,0
6830,118,20210112,sistema,crítica,1
6831,118,20210114,integración,nula,0
6832,118,20210114,sistema,nula,0
6833,118,20210116,sistema,crítica,1
6834,118,20210116,sistema,nula,0
6835,118,20210117,integración,nula,0
6836,118,20210119,integración,nula,0
6837,118,20210120,sistema,nula,0
6838,118,20210121,sistema,nula,0
6839,118,20210124,integración,nula,0
6840,118,20210125,integración,nula,0
6841,118,20210125,sistema,nula,0
6842,118,20210127,integración,alta,1
6843,118,20210129,sistema,nula,0
6844,118,20210130,integración,nula,0
6845,118,20210131,sistema,nula,0
6846,118,20210206,integración,nula,0
6847,118,20210206,sistema,nula,0
6848,118,20210210,sistema,nula,0
6849,118,20210212,integración,nula,0
6850,118,20210213,sistema,media,1
6851,118,20210213,sistema,nula,0
6852,118,20210214,sistema,nula,0
6853,118,20210218,integración,media,1
6854,118,20210219,integración,nula,0
6855,118,20210220,sistema,alta,1
6856,118,20210221,integración,nula,0
6857,118,20210222,integración,nula,0
6858,118,20210222,sistema,nula,0
6859,118,20210223,integración,nula,0
6860,118,20210227,integración,nula,0
6861,118,20210302,integración,nula,0
6862,118,20210304,integración,alta,1
6863,118,20210304,sistema,baja,1
6864,118,20210304,sistema,nula,0
6865,118,20210305,integración,media,1
6866,118,20210308,integración,nula,0
6867,118,20210310,sistema,nula,0
6868,118,20210311,sistema,crítica,1
6869,118,20210312,integración,nula,0
6870,118,20210315,sistema,nula,0
6871,118,20210316,integración,nula,0
6872,118,20210317,sistema,nula,0
6873,118,20210321,integración,baja,1
6874,118,20210322,sistema,nula,0
6875,118,20210324,integración,nula,0
6876,118,20210326,sistema,nula,0
6877,118,20210329,integración,nula,0
6878,120,20250815,integración,alta,1
6879,120,20250817,sistema,nula,0
6880,120,20250823,sistema,nula,0
6881,120,20250827,integración,nula,0
6882,120,20250830,sistema,nula,0
6883,120,20250831,integración,media,1
6884,120,20250831,sistema,nula,0
6885,120,20250905,integración,crítica,1
6886,120,20250911,integración,nula,0
6887,120,20250911,sistema,media,1
6888,120,20250911,sistema,nula,0
6889,120,20250912,integración,nula,0
6890,120,20250913,integración,media,1
6891,120,20250914,integración,nula,0
6892,120,20250914,sistema,nula,0
6893,120,20250915,sistema,nula,0
6894,120,20250917,integración,nula,0
6895,120,20250917,sistema,nula,0
6896,120,20250918,integración,media,1
6897,120,20250920,sistema,nula,0
6898,120,20250925,integración,crítica,1
6899,120,20250927,sistema,nula,0
6900,120,20250928,sistema,crítica,1
6901,120,20250929,integración,nula,0
6902,120,20250929,sistema,nula,0
6903,120,20250930,integración,nula,0
6904,120,20250930,sistema,media,1
6905,120,20251001,integración,alta,1
6906,120,20251003,integración,nula,0
6907,120,20251004,integración,nula,0
6908,120,20251006,sistema,crítica,1
6909,120,20251006,sistema,nula,0
6910,120,20251007,sistema,nula,0
6911,120,20251008,integración,nula,0
6912,120,20251008,sistema,media,1
6913,120,20251008,sistema,nula,0
6914,120,20251009,sistema,nula,0
6915,120,20251010,integración,alta,1
6916,120,20251012,integración,nula,0
6917,120,20251013,integración,nula,0
6918,120,20251013,sistema,crítica,1
6919,120,20251015,integración,media,1
6920,120,20251016,integración,alta,1
6921,120,20251016,integración,nula,0
6922,120,20251016,sistema,nula,0
6923,120,20251017,integración,nula,0
6924,120,20251018,integración,nula,0
6925,120,20251019,sistema,nula,0
6926,120,20251021,integración,nula,0
6927,120,20251022,integración,baja,1
6928,120,20251023,integración,media,1
6929,120,20251024,integración,nula,0
6930,120,20251024,sistema,nula,0
6931,120,20251025,integración,nula,0
6932,120,20251025,sistema,nula,0
6933,120,20251026,integración,nula,0
6934,120,20251026,sistema,nula,0
6935,120,20251027,sistema,alta,1
6936,120,20251027,sistema,nula,0
6937,120,20251028,integración,nula,0
6938,120,20251029,integración,nula,0
6939,120,20251029,sistema,crítica,1
6940,120,20251030,integración,nula,0
6941,120,20251030,sistema,nula,0
6942,120,20251101,integración,nula,0
6943,120,20251102,sistema,nula,0
6944,120,20251103,integración,crítica,1
6945,120,20251104,integración,crítica,1
6946,120,20251104,sistema,media,1
6947,120,20251104,sistema,nula,0
6948,120,20251106,sistema,nula,0
6949,120,20251108,sistema,nula,0
6950,120,20251110,integración,nula,0
6951,120,20251112,integración,nula,0
6952,120,20251113,integración,nula,0
6953,120,20251113,sistema,nula,0
6954,120,20251114,sistema,nula,0
6955,120,20251115,integración,nula,0
6956,120,20251117,integración,crítica,1
6957,120,20251117,sistema,nula,0
6958,120,20251122,sistema,nula,0
6959,120,20251125,sistema,nula,0
6960,122,20240903,integración,nula,0
6961,122,20240924,sistema,nula,0
6962,122,20241002,integración,nula,0
6963,122,20241005,sistema,nula,0
6964,122,20241008,sistema,media,1
6965,122,20241016,sistema,nula,0
6966,122,20241017,integración,nula,0
6967,122,20241020,integración,nula,0
6968,122,20241026,integración,nula,0
6969,122,20241027,integración,nula,0
6970,122,20241028,integración,nula,0
6971,122,20241029,integración,nula,0
6972,122,20241031,sistema,alta,1
6973,122,20241105,integración,nula,0
6974,122,20241105,sistema,nula,0
6975,122,20241106,sistema,media,1
6976,122,20241110,integración,nula,0
6977,122,20241113,sistema,nula,0
6978,122,20241115,integración,nula,0
6979,122,20241118,integración,alta,1
6980,122,20241121,sistema,nula,0
6981,122,20241122,sistema,nula,0
6982,122,20241124,integración,nula,0
6983,122,20241125,integración,nula,0
6984,122,20241125,sistema,crítica,1
6985,122,20241125,sistema,nula,0
6986,122,20241128,sistema,nula,0
6987,122,20241129,sistema,nula,0
6988,122,20241201,integración,nula,0
6989,122,20241201,sistema,nula,0
6990,122,20241202,integración,nula,0
6991,122,20241205,sistema,nula,0
6992,122,20241210,sistema,nula,0
6993,122,20241211,integración,nula,0
6994,122,20241213,integración,nula,0
6995,122,20241214,sistema,media,1
6996,122,20241215,integración,nula,0
6997,122,20241215,sistema,nula,0
6998,122,20241217,sistema,nula,0
6999,123,20230925,integración,media,1
7000,123,20231003,integración,nula,0
7001,123,20231005,sistema,nula,0
7002,123,20231007,sistema,nula,0
7003,123,20231010,integración,nula,0
7004,123,20231014,integración,nula,0
7005,123,20231015,sistema,nula,0
7006,123,20231020,integración,nula,0
7007,123,20231020,sistema,nula,0
7008,123,20231023,sistema,nula,0
7009,123,20231024,integración,nula,0
7010,123,20231024,sistema,nula,0
7011,123,20231025,sistema,nula,0
7012,123,20231026,sistema,crítica,1
7013,123,20231027,integración,nula,0
7014,123,20231029,sistema,alta,1
7015,123,20231031,integración,nula,0
7016,123,20231031,sistema,nula,0
7017,123,20231101,integración,alta,1
7018,123,20231101,integración,nula,0
7019,123,20231101,sistema,nula,0
7020,123,20231102,integración,nula,0
7021,123,20231103,integración,alta,1
7022,123,20231103,integración,media,1
7023,123,20231103,integración,nula,0
7024,123,20231103,sistema,nula,0
7025,123,20231104,integración,nula,0
7026,123,20231104,sistema,nula,0
7027,123,20231106,integración,alta,1
7028,123,20231106,sistema,nula,0
7029,123,20231107,integración,nula,0
7030,123,20231108,sistema,media,1
7031,123,20231108,sistema,nula,0
7032,123,20231109,integración,crítica,1
7033,123,20231109,sistema,baja,1
7034,123,20231109,sistema,nula,0
7035,123,20231110,integración,nula,0
7036,123,20231110,sistema,nula,0
7037,123,20231111,integración,nula,0
7038,123,20231111,sistema,alta,1
7039,123,20231112,sistema,nula,0
7040,123,20231113,integración,alta,1
7041,123,20231113,sistema,nula,0
7042,123,20231114,integración,nula,0
7043,123,20231114,sistema,nula,0
7044,123,20231115,integración,alta,1
7045,123,20231115,integración,crítica,1
7046,123,20231115,integración,media,1
7047,123,20231115,integración,nula,0
7048,123,20231115,sistema,alta,1
7049,123,20231115,sistema,nula,0
7050,123,20231116,integración,nula,0
7051,123,20231117,integración,nula,0
7052,123,20231117,sistema,crítica,1
7053,123,20231117,sistema,nula,0
7054,123,20231118,sistema,alta,1
7055,123,20231119,integración,nula,0
7056,123,20231119,sistema,nula,0
7057,123,20231120,sistema,nula,0
7058,123,20231121,integración,alta,1
7059,123,20231121,integración,nula,0
7060,123,20231121,sistema,media,1
7061,123,20231121,sistema,nula,0
7062,123,20231122,sistema,nula,0
7063,123,20231123,integración,nula,0
7064,123,20231123,sistema,alta,1
7065,123,20231123,sistema,nula,0
7066,123,20231124,sistema,alta,1
7067,123,20231124,sistema,crítica,1
7068,123,20231125,integración,baja,2
7069,123,20231125,integración,nula,0
7070,123,20231126,integración,nula,0
7071,123,20231126,sistema,crítica,1
7072,123,20231127,sistema,nula,0
7073,123,20231128,integración,nula,0
7074,123,20231128,sistema,nula,0
7075,123,20231129,integración,nula,0
7076,123,20231129,sistema,alta,1
7077,123,20231129,sistema,nula,0
7078,123,20231130,sistema,crítica,1
7079,123,20231130,sistema,nula,0
7080,123,20231202,integración,nula,0
7081,123,20231203,integración,nula,0
7082,123,20231203,sistema,nula,0
7083,123,20231204,integración,crítica,1
7084,123,20231204,integración,nula,0
7085,123,20231204,sistema,alta,1
7086,123,20231204,sistema,nula,0
7087,123,20231205,sistema,nula,0
7088,123,20231207,sistema,baja,1
7089,124,20161125,integración,nula,0
7090,124,20161125,sistema,media,1
7091,124,20161128,integración,nula,0
7092,124,20161129,integración,baja,1
7093,124,20161129,sistema,baja,1
7094,124,20161129,sistema,nula,0
7095,124,20161130,integración,alta,1
7096,124,20161130,integración,nula,0
7097,124,20161130,sistema,nula,0
7098,124,20161201,integración,nula,0
7099,124,20161201,sistema,media,1
7100,124,20161201,sistema,nula,0
7101,124,20161202,integración,alta,1
7102,124,20161202,integración,nula,0
7103,124,20161202,sistema,crítica,1
7104,124,20161202,sistema,media,1
7105,124,20161202,sistema,nula,0
7106,124,20161203,integración,media,1
7107,124,20161203,integración,nula,0
7108,124,20161203,sistema,nula,0
7109,124,20161204,integración,crítica,1
7110,124,20161204,integración,nula,0
7111,124,20161204,sistema,nula,0
7112,124,20161205,integración,crítica,2
7113,124,20161205,integración,nula,0
7114,124,20161205,sistema,alta,1
7115,124,20161205,sistema,nula,0
7116,124,20161206,integración,crítica,1
7117,124,20161206,sistema,nula,0
7118,124,20161208,integración,nula,0
7119,125,20170619,sistema,nula,0
7120,125,20170712,sistema,nula,0
7121,125,20170728,sistema,nula,0
7122,125,20170731,integración,nula,0
7123,125,20170804,sistema,baja,1
7124,125,20170806,integración,alta,1
7125,125,20170810,sistema,nula,0
7126,125,20170818,sistema,baja,1
7127,125,20170818,sistema,nula,0
7128,125,20170819,integración,nula,0
7129,125,20170822,integración,nula,0
7130,125,20170830,integración,nula,0
7131,125,20170901,sistema,nula,0
7132,125,20170902,integración,nula,0
7133,125,20170902,sistema,crítica,1
7134,125,20170903,sistema,media,1
7135,125,20170905,sistema,media,1
7136,125,20170905,sistema,nula,0
7137,125,20170906,sistema,nula,0
7138,125,20170908,sistema,nula,0
7139,125,20170913,sistema,nula,0
7140,125,20170915,integración,nula,0
7141,125,20170921,sistema,nula,0
7142,125,20170922,integración,nula,0
7143,125,20170926,integración,nula,0
7144,125,20170926,sistema,nula,0
7145,125,20170928,integración,nula,0
7146,125,20170929,integración,nula,0
7147,125,20170929,sistema,nula,0
7148,125,20170930,sistema,nula,0
7149,125,20171002,integración,nula,0
7150,125,20171003,integración,nula,0
7151,125,20171005,sistema,alta,1
7152,125,20171005,sistema,nula,0
7153,125,20171006,sistema,nula,0
7154,125,20171007,integración,nula,0
7155,125,20171008,integración,nula,0
7156,125,20171011,integración,nula,0
7157,125,20171017,sistema,nula,0
7158,125,20171020,sistema,nula,0
7159,125,20171022,integración,nula,0
7160,125,20171022,sistema,nula,0
7161,125,20171024,integración,nula,0
7162,125,20171025,integración,nula,0
7163,125,20171025,sistema,baja,1
7164,125,20171028,sistema,nula,0
7165,125,20171030,sistema,nula,0
7166,125,20171101,integración,nula,0
7167,125,20171103,integración,media,1
7168,125,20171104,integración,nula,0
7169,125,20171104,sistema,nula,0
7170,125,20171108,integración,nula,0
7171,125,20171108,sistema,nula,0
7172,125,20171111,integración,nula,0
7173,125,20171112,sistema,media,1
7174,125,20171115,sistema,alta,1
7175,125,20171115,sistema,nula,0
7176,126,20200925,integración,nula,0
7177,126,20201012,integración,nula,0
7178,126,20201013,sistema,nula,0
7179,126,20201104,sistema,nula,0
7180,126,20201108,integración,nula,0
7181,126,20201111,sistema,baja,1
7182,126,20201114,integración,crítica,1
7183,126,20201124,integración,nula,0
7184,126,20201125,integración,nula,0
7185,126,20201127,integración,nula,0
7186,126,20201129,sistema,nula,0
7187,126,20201202,sistema,nula,0
7188,126,20201203,integración,nula,0
7189,126,20201203,sistema,nula,0
7190,126,20201204,integración,alta,1
7191,126,20201207,integración,media,1
7192,126,20201208,integración,nula,0
7193,126,20201211,integración,nula,0
7194,126,20201215,integración,nula,0
7195,126,20201216,integración,crítica,1
7196,126,20201216,sistema,nula,0
7197,126,20201218,sistema,nula,0
7198,126,20201221,integración,nula,0
7199,126,20201222,integración,nula,0
7200,126,20201223,integración,nula,0
7201,126,20201228,integración,baja,1
7202,126,20201229,sistema,nula,0
7203,126,20210102,sistema,nula,0
7204,126,20210104,sistema,nula,0
7205,126,20210105,integración,nula,0
7206,126,20210106,sistema,media,1
7207,126,20210107,integración,crítica,1
7208,126,20210108,integración,nula,0
7209,126,20210113,integración,nula,0
7210,126,20210114,sistema,nula,0
7211,126,20210119,sistema,nula,0
7212,126,20210120,sistema,nula,0
7213,126,20210122,integración,nula,0
7214,126,20210124,integración,nula,0
7215,126,20210124,sistema,media,1
7216,126,20210128,sistema,nula,0
7217,126,20210129,integración,nula,0
7218,126,20210201,integración,nula,0
7219,126,20210202,sistema,media,1
7220,126,20210202,sistema,nula,0
7221,126,20210204,integración,nula,0
7222,126,20210205,integración,nula,0
7223,126,20210205,sistema,nula,0
7224,126,20210206,integración,nula,0
7225,126,20210206,sistema,nula,0
7226,126,20210207,integración,media,1
7227,126,20210207,sistema,media,2
7228,126,20210208,integración,nula,0
7229,126,20210212,sistema,nula,0
7230,126,20210214,integración,nula,0
7231,126,20210222,integración,nula,0
7232,126,20210224,sistema,nula,0
7233,126,20210226,sistema,nula,0
7234,126,20210228,integración,nula,0
7235,126,20210228,sistema,nula,0
7236,126,20210308,sistema,nula,0
7237,126,20210314,integración,nula,0
7238,126,20210315,integración,nula,0
7239,127,20200625,sistema,alta,1
7240,127,20200629,integración,nula,0
7241,127,20200704,integración,nula,0
7242,127,20200709,integración,media,1
7243,127,20200711,sistema,nula,0
7244,127,20200713,sistema,nula,0
7245,127,20200717,integración,nula,0
7246,127,20200720,integración,nula,0
7247,127,20200720,sistema,nula,0
7248,127,20200722,integración,nula,0
7249,127,20200730,sistema,nula,0
7250,127,20200731,integración,nula,0
7251,127,20200804,sistema,nula,0
7252,127,20200807,integración,nula,0
7253,127,20200807,sistema,nula,0
7254,127,20200808,sistema,nula,0
7255,127,20200809,integración,nula,0
7256,127,20200812,sistema,media,1
7257,127,20200816,sistema,alta,1
7258,127,20200816,sistema,media,1
7259,127,20200818,sistema,nula,0
7260,127,20200819,sistema,nula,0
7261,127,20200822,sistema,nula,0
7262,127,20200823,sistema,nula,0
7263,127,20200825,sistema,nula,0
7264,127,20200826,integración,nula,0
7265,127,20200829,sistema,nula,0
7266,127,20200831,sistema,nula,0
7267,127,20200901,integración,alta,1
7268,127,20200901,sistema,nula,0
7269,127,20200903,sistema,nula,0
7270,127,20200904,sistema,nula,0
7271,127,20200905,integración,nula,0
7272,127,20200907,integración,nula,0
7273,127,20200909,integración,nula,0
7274,127,20200910,sistema,nula,0
7275,127,20200911,integración,nula,0
7276,127,20200912,sistema,baja,1
7277,127,20200915,integración,nula,0
7278,127,20200921,integración,nula,0
7279,127,20200925,integración,nula,0
7280,127,20200925,sistema,alta,1
7281,127,20200926,integración,nula,0
7282,127,20200927,sistema,nula,0
7283,129,20161008,sistema,nula,0
7284,129,20161025,sistema,alta,1
7285,129,20161026,integración,nula,0
7286,129,20161029,sistema,media,1
7287,129,20161113,integración,nula,0
7288,129,20161114,sistema,alta,1
7289,129,20161130,integración,nula,0
7290,129,20161209,sistema,nula,0
7291,129,20161213,sistema,nula,0
7292,129,20161216,integración,nula,0
7293,129,20161221,sistema,nula,0
7294,129,20161226,integración,nula,0
7295,129,20161231,integración,nula,0
7296,129,20170102,integración,nula,0
7297,129,20170105,integración,crítica,1
7298,129,20170110,integración,nula,0
7299,129,20170110,sistema,nula,0
7300,129,20170113,integración,nula,0
7301,129,20170116,integración,baja,1
7302,129,20170117,integración,nula,0
7303,129,20170120,sistema,nula,0
7304,129,20170123,integración,nula,0
7305,129,20170125,sistema,nula,0
7306,129,20170126,integración,nula,0
7307,129,20170128,integración,baja,1
7308,129,20170129,integración,alta,1
7309,129,20170207,integración,nula,0
7310,129,20170207,sistema,media,1
7311,129,20170208,integración,nula,0
7312,129,20170210,integración,nula,0
7313,129,20170219,integración,nula,0
7314,129,20170222,integración,crítica,1
7315,129,20170223,integración,nula,0
7316,129,20170224,integración,nula,0
7317,129,20170302,sistema,nula,0
7318,129,20170303,integración,baja,1
7319,129,20170306,integración,nula,0
7320,129,20170306,sistema,nula,0
7321,129,20170307,integración,nula,0
7322,129,20170309,integración,alta,1
7323,129,20170315,sistema,nula,0
7324,129,20170317,integración,nula,0
7325,129,20170322,sistema,nula,0
7326,129,20170324,sistema,nula,0
7327,129,20170330,integración,nula,0
7328,129,20170402,sistema,nula,0
7329,129,20170406,sistema,nula,0
7330,129,20170411,sistema,nula,0
7331,129,20170413,integración,nula,0
7332,129,20170414,integración,nula,0
7333,129,20170416,sistema,nula,0
7334,129,20170419,sistema,nula,0
7335,129,20170423,sistema,nula,0
7336,129,20170508,sistema,alta,1
7337,129,20170608,integración,nula,0
7338,131,20160819,integración,nula,0
7339,131,20160910,integración,nula,0
7340,131,20160920,integración,nula,0
7341,131,20160928,integración,nula,0
7342,131,20161002,sistema,nula,0
7343,131,20161005,integración,nula,0
7344,131,20161013,integración,alta,1
7345,131,20161015,sistema,nula,0
7346,131,20161016,sistema,nula,0
7347,131,20161019,integración,nula,0
7348,131,20161019,sistema,nula,0
7349,131,20161020,sistema,alta,1
