id_hecho_calidad,nombre_proyecto,año,nombre_mes,dia,semana,tipo_prueba,severidad,cantidad_defectos_encontrados
8064,Proy-2022-evoluciona,2023,Febrero,5,5,sistema,nula,0
8065,Proy-2022-evoluciona,2023,Febrero,6,6,integración,nula,0
8066,Proy-2022-evoluciona,2023,Febrero,10,6,integración,nula,0
8067,Proy-2022-evoluciona,2023,Febrero,11,6,integración,nula,0
8068,Proy-2022-evoluciona,2023,Febrero,13,7,integración,nula,0
8069,Proy-2022-evoluciona,2023,Febrero,13,7,sistema,nula,0
8070,Proy-2022-evoluciona,2023,Febrero,14,7,integración,alta,1
8071,Proy-2022-evoluciona,2023,Febrero,15,7,integración,nula,0
8072,Proy-2022-evoluciona,2023,Febrero,15,7,sistema,nula,0
8073,Proy-2022-evoluciona,2023,Febrero,16,7,integración,crítica,1
8074,Proy-2022-evoluciona,2023,Febrero,16,7,integración,media,1
8075,Proy-2022-evoluciona,2023,Febrero,16,7,integración,nula,0
8076,Proy-2022-evoluciona,2023,Febrero,16,7,sistema,nula,0
8077,Proy-2022-evoluciona,2023,Febrero,17,7,integración,nula,0
8078,Proy-2022-evoluciona,2023,Febrero,18,7,sistema,nula,0
8079,Proy-2022-evoluciona,2023,Febrero,19,7,sistema,nula,0
8080,Proy-2022-evoluciona,2023,Febrero,20,8,integración,nula,0
8081,Proy-2022-evoluciona,2023,Febrero,21,8,integración,crítica,1
8082,Proy-2022-evoluciona,2023,Febrero,21,8,sistema,nula,0
8083,Proy-2022-evoluciona,2023,Febrero,22,8,integración,crítica,1
8084,Proy-2022-evoluciona,2023,Febrero,22,8,integración,nula,0
8085,Proy-2022-evoluciona,2023,Febrero,22,8,sistema,nula,0
8086,Proy-2022-evoluciona,2023,Febrero,24,8,integración,nula,0
8087,Proy-2022-evoluciona,2023,Febrero,24,8,sistema,nula,0
8088,Proy-2016-fortalece,2016,Diciembre,17,50,integración,nula,0
8089,Proy-2016-fortalece,2016,Diciembre,18,50,sistema,alta,1
8090,Proy-2016-fortalece,2016,Diciembre,25,51,integración,nula,0
8091,Proy-2016-fortalece,2016,Diciembre,28,52,sistema,nula,0
8092,Proy-2016-fortalece,2017,Enero,1,52,sistema,nula,0
8093,Proy-2016-fortalece,2017,Enero,9,2,integración,nula,0
8094,Proy-2016-fortalece,2017,Enero,9,2,sistema,nula,0
8095,Proy-2016-fortalece,2017,Enero,11,2,integración,nula,0
8096,Proy-2016-fortalece,2017,Enero,11,2,sistema,nula,0
8097,Proy-2016-fortalece,2017,Enero,12,2,integración,nula,0
8098,Proy-2016-fortalece,2017,Enero,13,2,integración,nula,0
8099,Proy-2016-fortalece,2017,Enero,15,2,integración,media,1
8100,Proy-2016-fortalece,2017,Enero,17,3,integración,nula,0
8101,Proy-2016-fortalece,2017,Enero,17,3,sistema,media,1
8102,Proy-2016-fortalece,2017,Enero,17,3,sistema,nula,0
8103,Proy-2016-fortalece,2017,Enero,18,3,integración,crítica,1
8104,Proy-2016-fortalece,2017,Enero,18,3,integración,nula,0
8105,Proy-2016-fortalece,2017,Enero,20,3,sistema,nula,0
8106,Proy-2016-fortalece,2017,Enero,21,3,integración,nula,0
8107,Proy-2016-fortalece,2017,Enero,22,3,sistema,nula,0
8108,Proy-2016-fortalece,2017,Enero,24,4,integración,nula,0
8109,Proy-2016-fortalece,2017,Enero,25,4,sistema,nula,0
8110,Proy-2016-fortalece,2017,Enero,26,4,integración,nula,0
8111,Proy-2016-fortalece,2017,Enero,27,4,sistema,baja,1
8112,Proy-2016-fortalece,2017,Enero,27,4,sistema,nula,0
8113,Proy-2016-fortalece,2017,Enero,30,5,sistema,nula,0
8114,Proy-2016-fortalece,2017,Enero,31,5,sistema,media,1
8115,Proy-2016-fortalece,2017,Febrero,1,5,integración,nula,0
8116,Proy-2016-fortalece,2017,Febrero,2,5,integración,baja,1
8117,Proy-2016-fortalece,2017,Febrero,2,5,sistema,nula,0
8118,Proy-2016-fortalece,2017,Febrero,4,5,integración,nula,0
8119,Proy-2016-fortalece,2017,Febrero,4,5,sistema,nula,0
8120,Proy-2016-fortalece,2017,Febrero,7,6,integración,baja,1
8121,Proy-2016-fortalece,2017,Febrero,7,6,integración,nula,0
8122,Proy-2016-fortalece,2017,Febrero,8,6,integración,nula,0
8123,Proy-2016-fortalece,2017,Febrero,9,6,integración,nula,0
8124,Proy-2016-fortalece,2017,Febrero,10,6,sistema,nula,0
8125,Proy-2016-fortalece,2017,Febrero,11,6,sistema,nula,0
8126,Proy-2016-fortalece,2017,Febrero,12,6,integración,nula,0
8127,Proy-2016-fortalece,2017,Febrero,12,6,sistema,alta,1
8128,Proy-2016-fortalece,2017,Febrero,12,6,sistema,baja,1
8129,Proy-2016-fortalece,2017,Febrero,12,6,sistema,nula,0
8130,Proy-2016-fortalece,2017,Febrero,13,7,integración,media,1
8131,Proy-2016-fortalece,2017,Febrero,14,7,sistema,media,1
8132,Proy-2016-fortalece,2017,Febrero,16,7,integración,baja,1
8133,Proy-2016-fortalece,2017,Febrero,16,7,integración,nula,0
8134,Proy-2016-fortalece,2017,Febrero,17,7,integración,alta,1
8135,Proy-2016-fortalece,2017,Febrero,17,7,integración,baja,1
8136,Proy-2016-fortalece,2017,Febrero,17,7,sistema,nula,0
8137,Proy-2016-fortalece,2017,Febrero,18,7,integración,nula,0
8138,Proy-2016-fortalece,2017,Febrero,18,7,sistema,nula,0
8139,Proy-2016-fortalece,2017,Febrero,20,8,sistema,nula,0
8140,Proy-2016-fortalece,2017,Febrero,22,8,integración,baja,1
8141,Proy-2016-fortalece,2017,Febrero,22,8,integración,nula,0
8142,Proy-2016-fortalece,2017,Febrero,22,8,sistema,nula,0
8143,Proy-2016-fortalece,2017,Febrero,23,8,integración,nula,0
8144,Proy-2016-fortalece,2017,Febrero,23,8,sistema,nula,0
8145,Proy-2016-fortalece,2017,Febrero,24,8,integración,baja,1
8146,Proy-2016-fortalece,2017,Febrero,24,8,sistema,baja,1
8147,Proy-2016-fortalece,2017,Febrero,25,8,integración,nula,0
8148,Proy-2016-fortalece,2017,Febrero,25,8,sistema,media,1
8149,Proy-2016-fortalece,2017,Febrero,27,9,integración,nula,0
8150,Proy-2016-fortalece,2017,Febrero,28,9,sistema,nula,0
8151,Proy-2016-fortalece,2017,Marzo,2,9,integración,crítica,1
8152,Proy-2016-fortalece,2017,Marzo,2,9,sistema,nula,0
8153,Proy-2016-fortalece,2017,Marzo,3,9,integración,nula,0
8154,Proy-2016-fortalece,2017,Marzo,3,9,sistema,nula,0
8155,Proy-2016-fortalece,2017,Marzo,4,9,sistema,crítica,1
8156,Proy-2016-fortalece,2017,Marzo,5,9,integración,nula,0
8157,Proy-2016-fortalece,2017,Marzo,7,10,sistema,nula,0
8158,Proy-2021-orquesta,2022,Marzo,7,10,sistema,nula,0
8159,Proy-2021-orquesta,2022,Marzo,8,10,sistema,nula,0
8160,Proy-2021-orquesta,2022,Marzo,30,13,integración,nula,0
8161,Proy-2021-orquesta,2022,Abril,13,15,sistema,baja,1
8162,Proy-2021-orquesta,2022,Mayo,1,17,integración,nula,0
8163,Proy-2021-orquesta,2022,Mayo,1,17,sistema,nula,0
8164,Proy-2021-orquesta,2022,Mayo,17,20,sistema,nula,0
8165,Proy-2021-orquesta,2022,Mayo,19,20,integración,nula,0
8166,Proy-2021-orquesta,2022,Mayo,28,21,sistema,nula,0
8167,Proy-2021-orquesta,2022,Mayo,29,21,sistema,alta,1
8168,Proy-2021-orquesta,2022,Junio,6,23,integración,alta,1
8169,Proy-2021-orquesta,2022,Junio,12,23,sistema,alta,1
8170,Proy-2021-orquesta,2022,Junio,17,24,sistema,nula,0
8171,Proy-2021-orquesta,2022,Junio,21,25,sistema,nula,0
8172,Proy-2021-orquesta,2022,Junio,22,25,integración,alta,1
8173,Proy-2021-orquesta,2022,Junio,24,25,integración,nula,0
8174,Proy-2021-orquesta,2022,Junio,25,25,integración,media,1
8175,Proy-2021-orquesta,2022,Junio,25,25,integración,nula,0
8176,Proy-2021-orquesta,2022,Junio,25,25,sistema,nula,0
8177,Proy-2021-orquesta,2022,Junio,27,26,sistema,nula,0
8178,Proy-2021-orquesta,2022,Julio,6,27,integración,nula,0
8179,Proy-2021-orquesta,2022,Julio,12,28,integración,nula,0
8180,Proy-2021-orquesta,2022,Julio,15,28,integración,nula,0
8181,Proy-2021-orquesta,2022,Julio,18,29,integración,nula,0
8182,Proy-2021-orquesta,2022,Julio,19,29,integración,alta,1
8183,Proy-2021-orquesta,2022,Julio,20,29,integración,nula,0
8184,Proy-2021-orquesta,2022,Julio,20,29,sistema,nula,0
8185,Proy-2021-orquesta,2022,Julio,22,29,sistema,nula,0
8186,Proy-2021-orquesta,2022,Julio,24,29,sistema,nula,0
8187,Proy-2021-orquesta,2022,Julio,26,30,sistema,media,1
8188,Proy-2021-orquesta,2022,Julio,29,30,integración,nula,0
8189,Proy-2021-orquesta,2022,Julio,29,30,sistema,crítica,1
8190,Proy-2021-orquesta,2022,Agosto,3,31,integración,nula,0
8191,Proy-2021-orquesta,2022,Agosto,8,32,sistema,nula,0
8192,Proy-2021-orquesta,2022,Agosto,11,32,integración,crítica,1
8193,Proy-2021-orquesta,2022,Agosto,11,32,integración,nula,0
8194,Proy-2021-orquesta,2022,Agosto,11,32,sistema,nula,0
8195,Proy-2021-orquesta,2022,Agosto,12,32,sistema,nula,0
8196,Proy-2021-orquesta,2022,Agosto,14,32,integración,nula,0
8197,Proy-2021-orquesta,2022,Agosto,14,32,sistema,nula,0
8198,Proy-2021-orquesta,2022,Agosto,15,33,integración,media,1
8199,Proy-2021-orquesta,2022,Agosto,19,33,integración,alta,1
8200,Proy-2021-orquesta,2022,Agosto,19,33,integración,nula,0
8201,Proy-2021-orquesta,2022,Agosto,20,33,sistema,nula,0
8202,Proy-2021-orquesta,2022,Agosto,24,34,integración,nula,0
8203,Proy-2021-orquesta,2022,Agosto,25,34,integración,nula,0
8204,Proy-2021-orquesta,2022,Agosto,25,34,sistema,nula,0
8205,Proy-2021-orquesta,2022,Agosto,30,35,sistema,alta,1
8206,Proy-2021-orquesta,2022,Agosto,31,35,integración,nula,0
8207,Proy-2021-orquesta,2022,Septiembre,2,35,sistema,nula,0
8208,Proy-2021-orquesta,2022,Septiembre,3,35,integración,media,1
8209,Proy-2021-orquesta,2022,Septiembre,8,36,integración,nula,0
8210,Proy-2021-orquesta,2022,Septiembre,8,36,sistema,media,1
8211,Proy-2021-orquesta,2022,Septiembre,11,36,integración,nula,0
8212,Proy-2021-orquesta,2022,Septiembre,12,37,integración,nula,0
8213,Proy-2021-orquesta,2022,Septiembre,13,37,integración,nula,0
8214,Proy-2021-orquesta,2022,Septiembre,14,37,sistema,nula,0
8215,Proy-2021-orquesta,2022,Septiembre,15,37,sistema,nula,0
8216,Proy-2021-orquesta,2022,Septiembre,16,37,sistema,nula,0
8217,Proy-2021-orquesta,2022,Septiembre,19,38,integración,nula,0
8218,Proy-2021-orquesta,2022,Septiembre,20,38,integración,nula,0
8219,Proy-2021-orquesta,2022,Septiembre,22,38,integración,nula,0
8220,Proy-2021-orquesta,2022,Septiembre,23,38,integración,baja,1
8221,Proy-2021-orquesta,2022,Septiembre,24,38,integración,nula,0
8222,Proy-2021-orquesta,2022,Septiembre,26,39,integración,baja,1
8223,Proy-2021-orquesta,2022,Septiembre,26,39,integración,nula,0
8224,Proy-2021-orquesta,2022,Septiembre,27,39,integración,nula,0
8225,Proy-2021-orquesta,2022,Septiembre,27,39,sistema,nula,0
8226,Proy-2021-orquesta,2022,Septiembre,28,39,integración,nula,0
8227,Proy-2021-orquesta,2022,Septiembre,29,39,integración,nula,0
8228,Proy-2021-orquesta,2022,Septiembre,29,39,sistema,nula,0
8229,Proy-2021-orquesta,2022,Septiembre,30,39,integración,nula,0
8230,Proy-2021-orquesta,2022,Septiembre,30,39,sistema,alta,1
8231,Proy-2021-orquesta,2022,Octubre,5,40,integración,nula,0
8232,Proy-2021-orquesta,2022,Octubre,5,40,sistema,nula,0
8233,Proy-2021-orquesta,2022,Octubre,7,40,integración,baja,2
8234,Proy-2021-orquesta,2022,Octubre,8,40,integración,nula,0
8235,Proy-2021-orquesta,2022,Octubre,11,41,integración,nula,0
8236,Proy-2021-orquesta,2022,Octubre,12,41,integración,nula,0
8237,Proy-2021-orquesta,2022,Octubre,13,41,sistema,nula,0
8238,Proy-2021-orquesta,2022,Octubre,14,41,sistema,nula,0
8239,Proy-2021-orquesta,2022,Octubre,16,41,integración,nula,0
8240,Proy-2021-orquesta,2022,Octubre,17,42,integración,media,1
8241,Proy-2021-orquesta,2022,Octubre,19,42,sistema,nula,0
8242,Proy-2021-orquesta,2022,Octubre,20,42,integración,nula,0
8243,Proy-2021-orquesta,2022,Octubre,21,42,integración,nula,0
8244,Proy-2021-orquesta,2022,Octubre,21,42,sistema,nula,0
8245,Proy-2021-orquesta,2022,Octubre,22,42,integración,nula,0
8246,Proy-2021-orquesta,2022,Octubre,22,42,sistema,nula,0
8247,Proy-2021-orquesta,2022,Octubre,23,42,sistema,nula,0
8248,Proy-2021-orquesta,2022,Octubre,24,43,integración,nula,0
8249,Proy-2021-orquesta,2022,Octubre,25,43,sistema,crítica,1
8250,Proy-2021-orquesta,2022,Octubre,28,43,integración,nula,0
8251,Proy-2021-orquesta,2022,Octubre,29,43,sistema,nula,0
8252,Proy-2021-orquesta,2022,Octubre,31,44,integración,nula,0
8253,Proy-2021-orquesta,2022,Octubre,31,44,sistema,nula,0
8254,Proy-2021-orquesta,2022,Noviembre,1,44,sistema,alta,1
8255,Proy-2021-orquesta,2022,Noviembre,1,44,sistema,nula,0
8256,Proy-2021-orquesta,2022,Noviembre,2,44,sistema,alta,1
8257,Proy-2021-orquesta,2022,Noviembre,2,44,sistema,nula,0
8258,Proy-2021-orquesta,2022,Noviembre,4,44,integración,nula,0
8259,Proy-2021-orquesta,2022,Noviembre,4,44,sistema,nula,0
8260,Proy-2021-orquesta,2022,Noviembre,6,44,sistema,nula,0
8261,Proy-2021-orquesta,2022,Noviembre,7,45,integración,nula,0
8262,Proy-2021-orquesta,2022,Noviembre,10,45,sistema,nula,0
8263,Proy-2021-orquesta,2022,Noviembre,11,45,integración,nula,0
8264,Proy-2021-orquesta,2022,Noviembre,12,45,integración,nula,0
8265,Proy-2021-orquesta,2022,Noviembre,13,45,sistema,nula,0
8266,Proy-2021-orquesta,2022,Noviembre,14,46,integración,nula,0
8267,Proy-2021-orquesta,2022,Noviembre,16,46,integración,nula,0
8268,Proy-2021-orquesta,2022,Noviembre,18,46,integración,nula,0
8269,Proy-2021-orquesta,2022,Noviembre,18,46,sistema,nula,0
8270,Proy-2021-orquesta,2022,Noviembre,19,46,integración,nula,0
8271,Proy-2021-orquesta,2022,Noviembre,19,46,sistema,nula,0
8272,Proy-2021-orquesta,2022,Noviembre,20,46,integración,nula,0
8273,Proy-2021-orquesta,2022,Noviembre,21,47,integración,crítica,1
8274,Proy-2021-orquesta,2022,Noviembre,21,47,integración,nula,0
8275,Proy-2021-orquesta,2022,Noviembre,25,47,integración,nula,0
8276,Proy-2021-orquesta,2022,Noviembre,27,47,sistema,nula,0
8277,Proy-2021-orquesta,2022,Noviembre,30,48,integración,nula,0
8278,Proy-2021-orquesta,2022,Diciembre,1,48,sistema,baja,1
8279,Proy-2021-orquesta,2022,Diciembre,2,48,integración,crítica,1
8280,Proy-2021-orquesta,2022,Diciembre,2,48,sistema,nula,0
8281,Proy-2021-orquesta,2022,Diciembre,3,48,sistema,crítica,1
8282,Proy-2021-orquesta,2022,Diciembre,3,48,sistema,nula,0
8283,Proy-2021-orquesta,2022,Diciembre,4,48,sistema,alta,1
8284,Proy-2021-orquesta,2022,Diciembre,5,49,sistema,nula,0
8285,Proy-2021-orquesta,2022,Diciembre,6,49,sistema,nula,0
8286,Proy-2021-orquesta,2022,Diciembre,8,49,sistema,nula,0
8287,Proy-2021-orquesta,2022,Diciembre,11,49,sistema,nula,0
8288,Proy-2021-orquesta,2022,Diciembre,12,50,integración,nula,0
8289,Proy-2021-orquesta,2022,Diciembre,13,50,sistema,nula,0
8290,Proy-2021-orquesta,2022,Diciembre,14,50,integración,nula,0
8291,Proy-2021-orquesta,2022,Diciembre,14,50,sistema,nula,0
8292,Proy-2021-orquesta,2022,Diciembre,15,50,sistema,nula,0
8293,Proy-2021-orquesta,2022,Diciembre,16,50,integración,nula,0
8294,Proy-2021-orquesta,2022,Diciembre,19,51,integración,media,1
8295,Proy-2021-orquesta,2022,Diciembre,19,51,sistema,nula,0
8296,Proy-2021-orquesta,2022,Diciembre,20,51,integración,nula,0
8297,Proy-2021-orquesta,2022,Diciembre,20,51,sistema,alta,1
8298,Proy-2021-orquesta,2022,Diciembre,21,51,sistema,nula,0
8299,Proy-2021-orquesta,2022,Diciembre,22,51,integración,nula,0
8300,Proy-2021-orquesta,2022,Diciembre,22,51,sistema,nula,0
8301,Proy-2021-orquesta,2022,Diciembre,23,51,integración,nula,0
8302,Proy-2021-orquesta,2022,Diciembre,24,51,integración,nula,0
8303,Proy-2021-orquesta,2022,Diciembre,26,52,integración,nula,0
8304,Proy-2021-orquesta,2022,Diciembre,26,52,sistema,nula,0
8305,Proy-2021-orquesta,2022,Diciembre,28,52,integración,baja,1
8306,Proy-2021-orquesta,2022,Diciembre,29,52,sistema,baja,1
8307,Proy-2021-orquesta,2022,Diciembre,30,52,integración,nula,0
8308,Proy-2021-orquesta,2022,Diciembre,31,52,integración,nula,0
8309,Proy-2021-orquesta,2022,Diciembre,31,52,sistema,nula,0
8310,Proy-2021-orquesta,2023,Enero,1,52,integración,nula,0
8311,Proy-2021-orquesta,2023,Enero,3,1,integración,nula,0
8312,Proy-2021-orquesta,2023,Enero,4,1,integración,baja,1
8313,Proy-2021-orquesta,2023,Enero,5,1,integración,nula,0
8314,Proy-2021-orquesta,2023,Enero,8,1,integración,nula,0
8315,Proy-2021-orquesta,2023,Enero,14,2,sistema,nula,0
8316,Proy-2021-orquesta,2023,Enero,18,3,integración,nula,0
8317,Proy-2021-orquesta,2023,Enero,19,3,sistema,nula,0
8318,Proy-2021-orquesta,2023,Enero,20,3,sistema,nula,0
8319,Proy-2021-orquesta,2023,Enero,22,3,sistema,baja,1
8320,Proy-2021-orquesta,2023,Enero,22,3,sistema,media,1
8321,Proy-2021-orquesta,2023,Enero,23,4,integración,nula,0
8322,Proy-2021-orquesta,2023,Enero,24,4,integración,nula,0
8323,Proy-2021-orquesta,2023,Enero,26,4,sistema,nula,0
8324,Proy-2021-orquesta,2023,Enero,27,4,sistema,nula,0
8325,Proy-2023-recontextualiza,2024,Marzo,4,10,sistema,nula,0
8326,Proy-2023-recontextualiza,2024,Abril,20,16,integración,nula,0
8327,Proy-2023-recontextualiza,2024,Abril,29,18,sistema,nula,0
8328,Proy-2023-recontextualiza,2024,Mayo,1,18,sistema,nula,0
8329,Proy-2023-recontextualiza,2024,Mayo,22,21,integración,nula,0
8330,Proy-2023-recontextualiza,2024,Mayo,23,21,integración,nula,0
8331,Proy-2023-recontextualiza,2024,Mayo,26,21,sistema,nula,0
8332,Proy-2023-recontextualiza,2024,Mayo,30,22,integración,nula,0
8333,Proy-2023-recontextualiza,2024,Junio,5,23,integración,nula,0
8334,Proy-2023-recontextualiza,2024,Junio,7,23,sistema,media,1
8335,Proy-2023-recontextualiza,2024,Junio,10,24,sistema,nula,0
8336,Proy-2023-recontextualiza,2024,Junio,11,24,sistema,baja,1
8337,Proy-2023-recontextualiza,2024,Junio,13,24,integración,media,2
8338,Proy-2023-recontextualiza,2024,Junio,13,24,sistema,nula,0
8339,Proy-2023-recontextualiza,2024,Junio,15,24,integración,nula,0
8340,Proy-2023-recontextualiza,2024,Junio,15,24,sistema,nula,0
8341,Proy-2023-recontextualiza,2024,Junio,16,24,sistema,nula,0
8342,Proy-2023-recontextualiza,2024,Junio,18,25,integración,nula,0
8343,Proy-2023-recontextualiza,2024,Junio,18,25,sistema,nula,0
8344,Proy-2023-recontextualiza,2024,Junio,19,25,sistema,alta,1
8345,Proy-2023-recontextualiza,2024,Junio,22,25,integración,nula,0
8346,Proy-2023-recontextualiza,2024,Junio,23,25,integración,crítica,1
8347,Proy-2023-recontextualiza,2024,Junio,23,25,integración,nula,0
8348,Proy-2023-recontextualiza,2024,Junio,25,26,integración,nula,0
8349,Proy-2023-recontextualiza,2024,Junio,25,26,sistema,nula,0
8350,Proy-2023-recontextualiza,2024,Junio,27,26,sistema,nula,0
8351,Proy-2023-recontextualiza,2024,Junio,28,26,sistema,nula,0
8352,Proy-2023-recontextualiza,2024,Julio,5,27,integración,nula,0
8353,Proy-2023-recontextualiza,2024,Julio,5,27,sistema,nula,0
8354,Proy-2023-recontextualiza,2024,Julio,7,27,sistema,nula,0
8355,Proy-2023-recontextualiza,2024,Julio,8,28,integración,nula,0
8356,Proy-2023-recontextualiza,2024,Julio,9,28,sistema,crítica,1
8357,Proy-2023-recontextualiza,2024,Julio,10,28,integración,baja,1
8358,Proy-2023-recontextualiza,2024,Julio,10,28,sistema,nula,0
8359,Proy-2023-recontextualiza,2024,Julio,16,29,integración,nula,0
8360,Proy-2023-recontextualiza,2024,Julio,17,29,integración,alta,1
8361,Proy-2023-recontextualiza,2024,Julio,17,29,sistema,nula,0
8362,Proy-2023-recontextualiza,2024,Julio,21,29,sistema,baja,1
8363,Proy-2023-recontextualiza,2024,Julio,22,30,integración,nula,0
8364,Proy-2023-recontextualiza,2024,Julio,25,30,integración,nula,0
8365,Proy-2023-recontextualiza,2024,Julio,26,30,sistema,media,1
8366,Proy-2023-recontextualiza,2024,Julio,29,31,integración,nula,0
8367,Proy-2023-recontextualiza,2024,Julio,31,31,integración,nula,0
8368,Proy-2023-recontextualiza,2024,Agosto,1,31,integración,nula,0
8369,Proy-2023-recontextualiza,2024,Agosto,1,31,sistema,media,1
8370,Proy-2023-recontextualiza,2024,Agosto,2,31,integración,baja,1
8371,Proy-2023-recontextualiza,2024,Agosto,4,31,sistema,nula,0
8372,Proy-2023-recontextualiza,2024,Agosto,8,32,sistema,nula,0
8373,Proy-2023-recontextualiza,2024,Agosto,13,33,integración,nula,0
8374,Proy-2023-recontextualiza,2024,Agosto,16,33,sistema,nula,0
8375,Proy-2023-recontextualiza,2024,Agosto,17,33,sistema,nula,0
8376,Proy-2023-recontextualiza,2024,Agosto,19,34,sistema,crítica,1
8377,Proy-2023-recontextualiza,2024,Agosto,23,34,sistema,nula,0
8378,Proy-2023-recontextualiza,2024,Agosto,25,34,sistema,nula,0
8379,Proy-2023-recontextualiza,2024,Agosto,26,35,integración,alta,1
8380,Proy-2023-recontextualiza,2024,Agosto,27,35,sistema,alta,1
8381,Proy-2023-recontextualiza,2024,Agosto,27,35,sistema,nula,0
8382,Proy-2023-recontextualiza,2024,Agosto,29,35,integración,nula,0
8383,Proy-2023-recontextualiza,2024,Agosto,30,35,integración,baja,1
8384,Proy-2023-recontextualiza,2024,Agosto,30,35,sistema,nula,0
8385,Proy-2023-recontextualiza,2024,Septiembre,4,36,sistema,nula,0
8386,Proy-2023-recontextualiza,2024,Septiembre,8,36,sistema,nula,0
8387,Proy-2023-recontextualiza,2024,Septiembre,9,37,integración,nula,0
8388,Proy-2023-recontextualiza,2024,Septiembre,13,37,sistema,nula,0
8389,Proy-2023-recontextualiza,2024,Septiembre,15,37,integración,nula,0
8390,Proy-2023-recontextualiza,2024,Septiembre,15,37,sistema,nula,0
8391,Proy-2023-recontextualiza,2024,Septiembre,16,38,integración,nula,0
8392,Proy-2023-recontextualiza,2024,Septiembre,16,38,sistema,nula,0
8393,Proy-2023-recontextualiza,2024,Septiembre,18,38,sistema,nula,0
8394,Proy-2023-recontextualiza,2024,Septiembre,20,38,sistema,nula,0
8395,Proy-2023-recontextualiza,2024,Septiembre,21,38,integración,nula,0
8396,Proy-2023-recontextualiza,2024,Septiembre,22,38,integración,nula,0
8397,Proy-2023-recontextualiza,2024,Septiembre,22,38,sistema,nula,0
8398,Proy-2023-recontextualiza,2024,Septiembre,23,39,integración,nula,0
8399,Proy-2023-recontextualiza,2024,Septiembre,28,39,sistema,nula,0
8400,Proy-2023-recontextualiza,2024,Septiembre,30,40,integración,nula,0
8401,Proy-2023-recontextualiza,2024,Octubre,2,40,integración,nula,0
8402,Proy-2023-recontextualiza,2024,Octubre,2,40,sistema,nula,0
8403,Proy-2023-recontextualiza,2024,Octubre,3,40,sistema,nula,0
8404,Proy-2023-recontextualiza,2024,Octubre,6,40,integración,media,1
8405,Proy-2023-recontextualiza,2024,Octubre,7,41,sistema,nula,0
8406,Proy-2023-recontextualiza,2024,Octubre,8,41,integración,nula,0
8407,Proy-2023-recontextualiza,2024,Octubre,8,41,sistema,crítica,1
8408,Proy-2023-recontextualiza,2024,Octubre,9,41,integración,crítica,1
8409,Proy-2023-recontextualiza,2024,Octubre,9,41,integración,nula,0
8410,Proy-2023-recontextualiza,2024,Octubre,10,41,integración,nula,0
8411,Proy-2023-recontextualiza,2024,Octubre,12,41,integración,nula,0
8412,Proy-2023-recontextualiza,2024,Octubre,12,41,sistema,nula,0
8413,Proy-2023-recontextualiza,2024,Octubre,13,41,integración,nula,0
8414,Proy-2023-recontextualiza,2024,Octubre,14,42,sistema,nula,0
8415,Proy-2023-recontextualiza,2024,Octubre,16,42,sistema,nula,0
8416,Proy-2023-recontextualiza,2024,Octubre,18,42,integración,nula,0
8417,Proy-2023-recontextualiza,2024,Octubre,18,42,sistema,crítica,1
8418,Proy-2023-recontextualiza,2024,Octubre,19,42,integración,nula,0
8419,Proy-2023-recontextualiza,2024,Octubre,22,43,integración,baja,1
8420,Proy-2023-recontextualiza,2024,Octubre,23,43,integración,nula,0
8421,Proy-2023-recontextualiza,2024,Octubre,23,43,sistema,alta,1
8422,Proy-2023-recontextualiza,2024,Octubre,23,43,sistema,baja,1
8423,Proy-2023-recontextualiza,2024,Octubre,23,43,sistema,nula,0
8424,Proy-2023-recontextualiza,2024,Octubre,24,43,sistema,nula,0
8425,Proy-2023-recontextualiza,2024,Octubre,26,43,integración,baja,1
8426,Proy-2023-recontextualiza,2024,Octubre,26,43,sistema,media,1
8427,Proy-2023-recontextualiza,2024,Octubre,26,43,sistema,nula,0
8428,Proy-2023-recontextualiza,2024,Octubre,28,44,sistema,nula,0
8429,Proy-2023-recontextualiza,2024,Octubre,31,44,sistema,nula,0
8430,Proy-2023-recontextualiza,2024,Noviembre,2,44,sistema,nula,0
8431,Proy-2023-recontextualiza,2024,Noviembre,3,44,integración,nula,0
8432,Proy-2023-recontextualiza,2024,Noviembre,6,45,integración,nula,0
8433,Proy-2023-recontextualiza,2024,Noviembre,7,45,integración,baja,1
8434,Proy-2023-recontextualiza,2024,Noviembre,10,45,integración,media,1
8435,Proy-2023-recontextualiza,2024,Noviembre,10,45,sistema,nula,0
8436,Proy-2023-recontextualiza,2024,Noviembre,16,46,sistema,nula,0
8437,Proy-2023-recontextualiza,2024,Noviembre,19,47,integración,nula,0
8438,Proy-2023-recontextualiza,2024,Noviembre,19,47,sistema,nula,0
8439,Proy-2023-recontextualiza,2024,Noviembre,22,47,integración,nula,0
8440,Proy-2023-recontextualiza,2024,Noviembre,23,47,integración,nula,0
8441,Proy-2023-recontextualiza,2024,Noviembre,25,48,integración,alta,1
8442,Proy-2023-recontextualiza,2024,Noviembre,25,48,sistema,nula,0
8443,Proy-2023-recontextualiza,2024,Noviembre,26,48,sistema,nula,0
8444,Proy-2023-recontextualiza,2024,Noviembre,27,48,integración,nula,0
8445,Proy-2023-recontextualiza,2024,Noviembre,30,48,sistema,nula,0
8446,Proy-2023-recontextualiza,2024,Diciembre,3,49,integración,nula,0
8447,Proy-2023-recontextualiza,2024,Diciembre,4,49,sistema,nula,0
